id,date,count,growth
AFG,1961,57345,
AFG,1962,58146,0.013871433163982871
AFG,1963,59694,0.026274423854809825
AFG,1964,60006,0.005213044387156529
AFG,1965,61821,0.02979855534552911
AFG,1966,65207,0.05332371256495172
AFG,1967,75282,0.1436742372727018
AFG,1968,82412,0.09048999497459498
AFG,1969,84188,0.021321335896713478
AFG,1970,86958,0.03237285019150882
AFG,1971,87533,0.006590621651785256
AFG,1972,87245,-0.0032956122700262824
AFG,1973,78684,-0.10328042178070973
AFG,1974,92977,0.16691231966920306
AFG,1975,101441,0.08712519794580231
AFG,1976,113820,0.11514090449048808
AFG,1977,118831,0.043084062474870066
AFG,1978,116537,-0.019493496500681218
AFG,1979,111086,-0.0479041430450966
AFG,1980,112765,0.015001331124002704
AFG,1981,102457,-0.09586280886458987
AFG,1982,115423,0.11916044261066183
AFG,1983,114737,-0.005961088211607901
AFG,1984,123890,0.07675152236511096
AFG,1985,118634,-0.04335095173934356
AFG,1986,103042,-0.14090645128274204
AFG,1987,118547,0.1401728343075046
AFG,1988,99552,-0.17462938569783937
AFG,1989,99395,-0.0015783101287425438
AFG,1990,88339,-0.11792012438255917
AFG,1991,93869,0.060718507057444526
AFG,1992,90422,-0.03741259263930985
AFG,1993,84105,-0.07242158237831475
AFG,1994,45099,-0.6232059449299374
AFG,1995,46382,0.028051379619210337
AFG,1996,57262,0.2107257745237554
AFG,1997,62116,0.08136637725016982
AFG,1998,66599,0.06968595771165909
AFG,1999,72501,0.08491079245035138
AFG,2000,62868,-0.14256306465487079
AFG,2001,78188,0.2180788928766937
AFG,2002,78683,0.006310938833841817
AFG,2003,82478,0.04710446918747202
AFG,2004,86032,0.04218772895523237
AFG,2005,89601,0.04064716056556783
AFG,2006,96011,0.06909628760411124
AFG,2007,98296,0.023520566328269155
AFG,2008,111610,0.12702731710235327
AFG,2009,114336,0.024130830173374918
AFG,2010,123531,0.07735065487450399
AFG,2011,129744,0.04907114148669933
AFG,2012,116260,-0.1097342159289969
AFG,2013,111300,-0.0435998039917056
AFG,2014,132947,0.17772129427892658
AFG,2015,160254,0.1868095039272717
AFG,2016,192586,0.18378275072237393
AFG,2017,258349,0.29376857679761237
AFG,2018,182922,-0.34525155153607656
AFG,2019,154713,-0.16748804480976887
AGO,1961,7507,
AGO,1962,7648,0.01860825715823644
AGO,1963,8178,0.06700344619335041
AGO,1964,9109,0.1078153138202218
AGO,1965,11153,0.2024455842497268
AGO,1966,12476,0.11209827873315703
AGO,1967,14167,0.12710851765165643
AGO,1968,15154,0.06734920711196857
AGO,1969,18276,0.18732420019184381
AGO,1970,19327,0.055914358302304734
AGO,1971,33317,0.5445646952274199
AGO,1972,30998,-0.07214509095589072
AGO,1973,30530,-0.015212879528073486
AGO,1974,24664,-0.21336511616293663
AGO,1975,14096,-0.5594536213900252
AGO,1976,12256,-0.13987545619558972
AGO,1977,42188,1.2361202074161337
AGO,1978,34575,-0.19900494286354586
AGO,1979,25970,-0.2861888518761653
AGO,1980,29548,0.12907403399183437
AGO,1981,25275,-0.156200294759957
AGO,1982,18601,-0.3066004221917211
AGO,1983,22624,0.19579594699934866
AGO,1984,21442,-0.05365967428011409
AGO,1985,35214,0.4960921153702049
AGO,1986,27290,-0.25492339608400627
AGO,1987,25775,-0.05711530481722349
AGO,1988,31293,0.19398940045892132
AGO,1989,39317,0.22826256495640607
AGO,1990,25201,-0.44477331904862183
AGO,1991,22693,-0.10482716938224357
AGO,1992,25046,0.09865762725435623
AGO,1993,23687,-0.05578775970139738
AGO,1994,25420,0.07060989132086348
AGO,1995,23503,-0.07840819318451686
AGO,1996,22091,-0.06195778681674291
AGO,1997,18551,-0.1746465898038121
AGO,1998,20237,0.08698891613328641
AGO,1999,19980,-0.012780838869113964
AGO,2000,18362,-0.08444846149889962
AGO,2001,17437,-0.05168892638615219
AGO,2002,24146,0.3255243495748399
AGO,2003,25619,0.05921552879037861
AGO,2004,36030,0.34101766105942666
AGO,2005,29386,-0.2038335543062466
AGO,2006,36029,0.20380579927217646
AGO,2007,37463,0.03902960950779821
AGO,2008,56806,0.4162881747173355
AGO,2009,53084,-0.06776638937606272
AGO,2010,69211,0.2652842449534649
AGO,2011,93835,0.30437811121476877
AGO,2012,82709,-0.1262094975489756
AGO,2013,90248,0.08723301310835829
AGO,2014,94505,0.046091306850300384
AGO,2015,93101,-0.014967817789022675
AGO,2016,89730,-0.03687976405393023
AGO,2017,109548,0.19955764806097775
AGO,2018,99073,-0.10050585722542671
AGO,2019,99875,0.008062451940920923
ALB,1961,25684,
ALB,1962,24680,-0.03987503089461342
ALB,1963,25260,0.023228917885157685
ALB,1964,26526,0.04890326714981619
ALB,1965,29693,0.11278594372149442
ALB,1966,31185,0.049025882184430714
ALB,1967,37475,0.18373683401057406
ALB,1968,57527,0.4285803588207884
ALB,1969,56454,-0.018828255556766038
ALB,1970,67673,0.18126113480026973
ALB,1971,69541,0.027229224636196037
ALB,1972,73542,0.05594016489793496
ALB,1973,78082,0.05990288494379925
ALB,1974,85033,0.08527985990972908
ALB,1975,84140,-0.010557338278237793
ALB,1976,95814,0.12992673392441034
ALB,1977,103135,0.07362999756377242
ALB,1978,126985,0.20803015959624993
ALB,1979,121062,-0.04776615818621188
ALB,1980,116596,-0.03758784304996787
ALB,1981,110979,-0.0493739737860146
ALB,1982,135353,0.19854518634809715
ALB,1983,132473,-0.02150732949599643
ALB,1984,123772,-0.0679376876507316
ALB,1985,122827,-0.007664302173900239
ALB,1986,126344,0.028231484315671906
ALB,1987,127541,0.00942953596606877
ALB,1988,130383,0.02203839136191199
ALB,1989,141085,0.07888627272870785
ALB,1990,135138,-0.04306606707714522
ALB,1991,64024,-0.7470384654825519
ALB,1992,55076,-0.1505439634826189
ALB,1993,51403,-0.06901751306546622
ALB,1994,58365,0.1270198585879676
ALB,1995,56030,-0.04082913352743489
ALB,1996,50052,-0.11282479657438493
ALB,1997,45997,-0.08448628803176383
ALB,1998,63812,0.32736508346770776
ALB,1999,50305,-0.23783678469473735
ALB,2000,53892,0.06887756814958657
ALB,2001,57357,0.06231284977477536
ALB,2002,68544,0.17818098115690795
ALB,2003,60978,-0.11696273144159974
ALB,2004,76243,0.22341246461096986
ALB,2005,52686,-0.3695758423887412
ALB,2006,62590,0.17225575533069737
ALB,2007,58023,-0.075766037271908
ALB,2008,49720,-0.15443221702219212
ALB,2009,51263,0.030561977746705438
ALB,2010,51064,-0.0038894964354589945
ALB,2011,56784,0.10617484795038479
ALB,2012,69221,0.1980496888904124
ALB,2013,57932,-0.17803437585594395
ALB,2014,72501,0.22433044593034346
ALB,2015,74175,0.022826811307931294
ALB,2016,75969,0.023898196160917706
ALB,2017,78120,0.027920743670675208
ALB,2018,72657,-0.07249636825937955
ALB,2019,87634,0.18741931274499812
ARE,1961,17,
ARE,1962,18,0.05715841383994835
ARE,1963,19,0.054067221270275745
ARE,1964,19,0.0
ARE,1965,20,0.05129329438755059
ARE,1966,20,0.0
ARE,1967,25,0.2231435513142097
ARE,1968,31,0.2151113796169457
ARE,1969,38,0.2035989552412394
ARE,1970,46,0.1910552367627094
ARE,1971,59,0.24889604741662463
ARE,1972,624,2.358612924463708
ARE,1973,622,-0.0032102756302485602
ARE,1974,826,0.28365468078179834
ARE,1975,990,0.18111016960765802
ARE,1976,1165,0.16277142287116497
ARE,1977,973,-0.18009228381379572
ARE,1978,1612,0.5048468408805684
ARE,1979,3647,0.8164292677421061
ARE,1980,3332,-0.0903321875219465
ARE,1981,4013,0.18596636698018365
ARE,1982,4266,0.0611375287643785
ARE,1983,5162,0.1906474812472645
ARE,1984,3398,-0.41813707804668176
ARE,1985,4416,0.2620472857250533
ARE,1986,2176,-0.7077459799810981
ARE,1987,3894,0.5819485779563127
ARE,1988,6211,0.46688500662715704
ARE,1989,12954,0.73508270718356
ARE,1990,13364,0.031159903733783523
ARE,1991,18376,0.31848094089228773
ARE,1992,23228,0.2343129821230061
ARE,1993,28672,0.21056258928271632
ARE,1994,30657,0.06693998450566241
ARE,1995,33304,0.0828164885944922
ARE,1996,33843,0.01605467339821942
ARE,1997,33887,0.0012992767219763834
ARE,1998,36822,0.08306403262214523
ARE,1999,37801,0.02624006466705353
ARE,2000,36665,-0.030512935756306092
ARE,2001,36515,-0.004099486473689851
ARE,2002,49957,0.3134395003439181
ARE,2003,50278,0.0064049702675053055
ARE,2004,50354,0.001510454218326629
ARE,2005,47248,-0.06366773490025501
ARE,2006,43874,-0.07408843549807109
ARE,2007,43469,-0.009273849138230261
ARE,2008,43156,-0.0072265826761732654
ARE,2009,33355,-0.25761377152761433
ARE,2010,39773,0.17598060395716608
ARE,2011,43133,0.08110007527491447
ARE,2012,34039,-0.2367814393231953
ARE,2013,41412,0.1960637678335022
ARE,2014,30372,-0.3100495625528783
ARE,2015,34341,0.12281884425346057
ARE,2016,34489,0.004300457012691439
ARE,2017,34499,0.0002899054928402478
ARE,2018,34547,0.0013903776535233447
ARE,2019,34607,0.0017352579765628207
ARG,1961,183094,
ARG,1962,166213,-0.09672958378921237
ARG,1963,178921,0.07367426926348664
ARG,1964,189077,0.05520997186006049
ARG,1965,202650,0.06932601357513235
ARG,1966,224112,0.10066557382237384
ARG,1967,231471,0.03230866880425687
ARG,1968,232962,0.006420754435355391
ARG,1969,252258,0.07957702316339876
ARG,1970,245640,-0.026585323838503427
