id,date,count,growth
MDG,1993,3287705,0.053778594826942694
MDG,1994,3431048,0.042676000894616095
MDG,1995,3577683,0.041849630311222796
MDG,1996,3730842,0.041918561266289345
MDG,1997,3889955,0.04176364399373256
MDG,1998,4054613,0.0414576558416595
MDG,1999,4224215,0.04097819944812109
MDG,2000,4398058,0.04032963512842258
MDG,2001,4576944,0.03986844664991729
MDG,2002,4761337,0.03949698464803575
MDG,2003,4951463,0.039154577312009664
MDG,2004,5148726,0.03906621696350854
MDG,2005,5414776,0.050382207591278316
MDG,2006,5693825,0.05025074125446416
MDG,2007,5986055,0.05005034321640878
MDG,2008,6291521,0.04977025638720356
MDG,2009,6609861,0.04935977101708211
MDG,2010,6940464,0.048806006175228234
MDG,2011,7281030,0.04790370464383997
MDG,2012,7630993,0.04694564527887657
MDG,2013,7991167,0.04611882568867287
MDG,2014,8362745,0.045449915799299134
MDG,2015,8745781,0.04478469017485054
MDG,2016,9143976,0.04452388915821892
MDG,2017,9557640,0.04424553284605537
MDG,2018,9984497,0.04369275537234074
MDG,2019,10424320,0.043107947704147165
MDG,2020,10876290,0.042443652889833317
MDG,2021,11336960,0.04148299412944567
MDV,1960,10240,
MDV,1961,10551,0.029919022548593688
MDV,1962,10874,0.030153976563774165
MDV,1963,11206,0.03007473041936315
MDV,1964,11546,0.029889707495648565
MDV,1965,11981,0.036983005019020965
MDV,1966,12386,0.033244740858107136
MDV,1967,12758,0.029591723303893147
MDV,1968,13364,0.046405998674746485
MDV,1969,13987,0.04556380230265766
MDV,1970,14657,0.04678971024799594
MDV,1971,16318,0.10735075596144483
MDV,1972,18153,0.10656704330168587
MDV,1973,20155,0.1046165602608351
MDV,1974,22349,0.10332918076015751
MDV,1975,24767,0.10273054458594899
MDV,1976,27423,0.10186995542455612
MDV,1977,30295,0.09960060505716051
MDV,1978,32731,0.07733995865887522
MDV,1979,34642,0.05674417769226103
MDV,1980,36687,0.05735565012725452
MDV,1981,38861,0.05756870814480841
MDV,1982,41142,0.0570383205101308
MDV,1983,43502,0.05577741651894108
MDV,1984,46012,0.05609531798454093
MDV,1985,48531,0.053300536981902624
MDV,1986,50430,0.03838346707296836
MDV,1987,52388,0.03809132137852167
MDV,1988,54325,0.036306968675337004
MDV,1989,56241,0.03466150214067021
MDV,1990,58129,0.033018650460862276
MDV,1991,59839,0.028992943552614392
MDV,1992,61489,0.0272006747295368
MDV,1993,63057,0.02518078221977582
MDV,1994,64528,0.023060158885058968
MDV,1995,66199,0.02556611895767702
MDV,1996,68620,0.03591868034161472
MDV,1997,70970,0.03367321510658705
MDV,1998,73254,0.0316756013778825
MDV,1999,75463,0.02970961599334032
MDV,2000,78271,0.03653469411422883
MDV,2001,82919,0.0576870636558251
MDV,2002,87808,0.05728838498519728
MDV,2003,92889,0.05625261925665015
MDV,2004,98164,0.055234317448642045
MDV,2005,103619,0.05408116132482377
MDV,2006,109393,0.0542261918724769
MDV,2007,114444,0.0451387178188174
MDV,2008,119964,0.04710607738826944
MDV,2009,125727,0.04692119189359367
MDV,2010,131736,0.04668703024906051
MDV,2011,137977,0.046287084684406565
MDV,2012,144424,0.04566641303425101
MDV,2013,151014,0.04461913011456531
MDV,2014,158802,0.05028559544324196
MDV,2015,167825,0.05526362663265161
MDV,2016,176949,0.05293978563675772
MDV,2017,186048,0.05014314947483811
MDV,2018,194963,0.04680509203400085
MDV,2019,203004,0.04041588631074333
MDV,2020,209217,0.030146307558325702
MDV,2021,214329,0.024140226796253828
MEX,1960,18407126,
