Entity,Code,Day,total_boosters
United Kingdom,GBR,2022-06-27,39974219
United Kingdom,GBR,2022-06-28,39982703
United Kingdom,GBR,2022-06-29,39991722
United Kingdom,GBR,2022-06-30,40000552
United Kingdom,GBR,2022-07-01,40009120
United Kingdom,GBR,2022-07-02,40018536
United Kingdom,GBR,2022-07-03,40023211
United Kingdom,GBR,2022-07-04,40031422
United Kingdom,GBR,2022-07-05,40039537
United Kingdom,GBR,2022-07-06,40047875
United Kingdom,GBR,2022-07-07,40056658
United Kingdom,GBR,2022-07-08,40065223
United Kingdom,GBR,2022-07-09,40074149
United Kingdom,GBR,2022-07-10,40078099
United Kingdom,GBR,2022-07-11,40085421
United Kingdom,GBR,2022-07-12,40093177
United Kingdom,GBR,2022-07-13,40101336
United Kingdom,GBR,2022-07-14,40109619
United Kingdom,GBR,2022-07-15,40117402
United Kingdom,GBR,2022-07-16,40126319
United Kingdom,GBR,2022-07-17,40130299
United Kingdom,GBR,2022-07-18,40136305
United Kingdom,GBR,2022-07-19,40141657
United Kingdom,GBR,2022-07-20,40149094
United Kingdom,GBR,2022-07-21,40154930
United Kingdom,GBR,2022-07-22,40161919
United Kingdom,GBR,2022-07-23,40169728
United Kingdom,GBR,2022-07-24,40174494
United Kingdom,GBR,2022-07-25,40181629
United Kingdom,GBR,2022-07-26,40188637
United Kingdom,GBR,2022-07-27,40196024
United Kingdom,GBR,2022-07-28,40203179
United Kingdom,GBR,2022-07-29,40209363
United Kingdom,GBR,2022-07-30,40216465
United Kingdom,GBR,2022-07-31,40219929
United Kingdom,GBR,2022-08-01,40225639
United Kingdom,GBR,2022-08-02,40230999
United Kingdom,GBR,2022-08-03,40237050
United Kingdom,GBR,2022-08-04,40242609
United Kingdom,GBR,2022-08-05,40247919
United Kingdom,GBR,2022-08-06,40253883
United Kingdom,GBR,2022-08-07,40256647
United Kingdom,GBR,2022-08-08,40261614
United Kingdom,GBR,2022-08-09,40266231
United Kingdom,GBR,2022-08-10,40271287
United Kingdom,GBR,2022-08-11,40276659
United Kingdom,GBR,2022-08-12,40281172
United Kingdom,GBR,2022-08-13,40286328
United Kingdom,GBR,2022-08-14,40288940
United Kingdom,GBR,2022-08-15,40295033
United Kingdom,GBR,2022-08-16,40299682
United Kingdom,GBR,2022-08-17,40304702
United Kingdom,GBR,2022-08-18,40309372
United Kingdom,GBR,2022-08-19,40313699
United Kingdom,GBR,2022-08-20,40319134
United Kingdom,GBR,2022-08-21,40321218
United Kingdom,GBR,2022-08-22,40325628
United Kingdom,GBR,2022-08-23,40330095
United Kingdom,GBR,2022-08-24,40335120
United Kingdom,GBR,2022-08-25,40340858
United Kingdom,GBR,2022-08-26,40345035
United Kingdom,GBR,2022-08-27,40349488
United Kingdom,GBR,2022-08-28,40351159
United Kingdom,GBR,2022-08-29,40352119
United Kingdom,GBR,2022-08-30,40356662
United Kingdom,GBR,2022-08-31,40361776
United Kingdom,GBR,2022-09-01,40365559
United Kingdom,GBR,2022-09-02,40368953
United Kingdom,GBR,2022-09-03,40372516
United Kingdom,GBR,2022-09-04,40373987
United States,USA,2021-02-04,1
United States,USA,2021-02-05,2
United States,USA,2021-02-06,2
United States,USA,2021-02-07,2
United States,USA,2021-02-08,2
United States,USA,2021-02-09,2
United States,USA,2021-02-10,3
United States,USA,2021-02-11,4
United States,USA,2021-02-12,4
United States,USA,2021-02-13,4
United States,USA,2021-02-14,4
United States,USA,2021-02-15,4
United States,USA,2021-02-16,5
United States,USA,2021-02-17,5
United States,USA,2021-02-18,5
United States,USA,2021-02-19,5
United States,USA,2021-02-20,6
United States,USA,2021-02-21,6
United States,USA,2021-02-22,6
United States,USA,2021-02-23,7
United States,USA,2021-02-24,8
United States,USA,2021-02-25,8
United States,USA,2021-02-26,9
United States,USA,2021-02-27,9
United States,USA,2021-02-28,11
United States,USA,2021-03-01,12
United States,USA,2021-03-02,12
United States,USA,2021-03-03,12
United States,USA,2021-03-04,13
United States,USA,2021-03-05,14
United States,USA,2021-03-06,15
United States,USA,2021-03-07,15
United States,USA,2021-03-08,15
United States,USA,2021-03-09,16
United States,USA,2021-03-10,17
United States,USA,2021-03-11,18
United States,USA,2021-03-12,19
United States,USA,2021-03-13,19
United States,USA,2021-03-14,19
United States,USA,2021-03-15,19
United States,USA,2021-03-16,19
United States,USA,2021-03-17,19
United States,USA,2021-03-18,19
United States,USA,2021-03-19,20
United States,USA,2021-03-20,22
United States,USA,2021-03-21,23
United States,USA,2021-03-22,26
United States,USA,2021-03-23,28
United States,USA,2021-03-24,30
United States,USA,2021-03-25,31
United States,USA,2021-03-26,34
United States,USA,2021-03-27,36
United States,USA,2021-03-28,38
United States,USA,2021-03-29,39
United States,USA,2021-03-30,40
United States,USA,2021-03-31,44
United States,USA,2021-04-01,49
United States,USA,2021-04-02,53
United States,USA,2021-04-03,54
United States,USA,2021-04-04,54
United States,USA,2021-04-05,56
United States,USA,2021-04-06,59
United States,USA,2021-04-07,60
United States,USA,2021-04-08,62
United States,USA,2021-04-09,65
United States,USA,2021-04-10,71
United States,USA,2021-04-11,72
United States,USA,2021-04-12,74
United States,USA,2021-04-13,75
United States,USA,2021-04-14,78
United States,USA,2021-04-15,78
United States,USA,2021-04-16,83
United States,USA,2021-04-17,83
United States,USA,2021-04-18,85
United States,USA,2021-04-19,86
United States,USA,2021-04-20,89
United States,USA,2021-04-21,93
United States,USA,2021-04-22,97
United States,USA,2021-04-23,101
United States,USA,2021-04-24,102
United States,USA,2021-04-25,109
United States,USA,2021-04-26,114
United States,USA,2021-04-27,121
United States,USA,2021-04-28,128
United States,USA,2021-04-29,132
United States,USA,2021-04-30,137
United States,USA,2021-05-01,147
United States,USA,2021-05-02,150
United States,USA,2021-05-03,154
United States,USA,2021-05-04,157
United States,USA,2021-05-05,162
United States,USA,2021-05-06,163
United States,USA,2021-05-07,164
United States,USA,2021-05-08,170
United States,USA,2021-05-09,172
United States,USA,2021-05-10,175
United States,USA,2021-05-11,178
United States,USA,2021-05-12,180
United States,USA,2021-05-13,183
United States,USA,2021-05-14,184
United States,USA,2021-05-15,188
United States,USA,2021-05-16,189
United States,USA,2021-05-17,194
United States,USA,2021-05-18,199
United States,USA,2021-05-19,202
United States,USA,2021-05-20,207
United States,USA,2021-05-21,211
United States,USA,2021-05-22,214
United States,USA,2021-05-23,216
United States,USA,2021-05-24,217
United States,USA,2021-05-25,218
United States,USA,2021-05-26,224
United States,USA,2021-05-27,225
United States,USA,2021-05-28,227
United States,USA,2021-05-29,228
United States,USA,2021-05-30,229
United States,USA,2021-05-31,234
United States,USA,2021-06-01,244
United States,USA,2021-06-02,246
United States,USA,2021-06-03,248
United States,USA,2021-06-04,249
United States,USA,2021-06-05,251
United States,USA,2021-06-06,251
United States,USA,2021-06-07,253
United States,USA,2021-06-08,256
United States,USA,2021-06-09,256
United States,USA,2021-06-10,260
United States,USA,2021-06-11,262
United States,USA,2021-06-12,264
United States,USA,2021-06-13,264
United States,USA,2021-06-14,269
United States,USA,2021-06-15,277
United States,USA,2021-06-16,278
United States,USA,2021-06-17,279
United States,USA,2021-06-18,280
United States,USA,2021-06-19,282
United States,USA,2021-06-20,284
United States,USA,2021-06-21,289
United States,USA,2021-06-22,294
United States,USA,2021-06-23,297
United States,USA,2021-06-24,300
United States,USA,2021-06-25,303
United States,USA,2021-06-26,306
United States,USA,2021-06-27,308
United States,USA,2021-06-28,309
United States,USA,2021-06-29,311
United States,USA,2021-06-30,316
United States,USA,2021-07-01,331
United States,USA,2021-07-02,334
United States,USA,2021-07-03,334
United States,USA,2021-07-04,334
United States,USA,2021-07-05,336
United States,USA,2021-07-06,339
United States,USA,2021-07-07,343
United States,USA,2021-07-08,347
United States,USA,2021-07-09,352
United States,USA,2021-07-10,352
United States,USA,2021-07-11,354
United States,USA,2021-07-12,357
United States,USA,2021-07-13,359
United States,USA,2021-07-14,363
United States,USA,2021-07-15,367
United States,USA,2021-07-16,370
United States,USA,2021-07-17,370
United States,USA,2021-07-18,371
United States,USA,2021-07-19,373
United States,USA,2021-07-20,376
United States,USA,2021-07-21,381
United States,USA,2021-07-22,382
United States,USA,2021-07-23,382
United States,USA,2021-07-24,382
United States,USA,2021-07-25,383
United States,USA,2021-07-26,386
United States,USA,2021-07-27,388
United States,USA,2021-07-28,393
United States,USA,2021-07-29,396
United States,USA,2021-07-30,406
United States,USA,2021-07-31,408
United States,USA,2021-08-01,437
United States,USA,2021-08-02,451
United States,USA,2021-08-03,453
United States,USA,2021-08-04,454
United States,USA,2021-08-05,458
United States,USA,2021-08-06,473
United States,USA,2021-08-07,480
United States,USA,2021-08-08,484
United States,USA,2021-08-09,487
United States,USA,2021-08-10,497
United States,USA,2021-08-11,506
United States,USA,2021-08-12,511
United States,USA,2021-08-13,16217
United States,USA,2021-08-14,54509
United States,USA,2021-08-15,89773
United States,USA,2021-08-16,173925
United States,USA,2021-08-17,277669
United States,USA,2021-08-18,399503
United States,USA,2021-08-19,518937
United States,USA,2021-08-20,646449
United States,USA,2021-08-21,711076
United States,USA,2021-08-22,744348
United States,USA,2021-08-23,845535
United States,USA,2021-08-24,950196
United States,USA,2021-08-25,1058022
United States,USA,2021-08-26,1173460
United States,USA,2021-08-27,1305164
United States,USA,2021-08-28,1372165
United States,USA,2021-08-29,1409706
United States,USA,2021-08-30,1515108
United States,USA,2021-08-31,1631373
United States,USA,2021-09-01,1769808
United States,USA,2021-09-02,1889071
United States,USA,2021-09-03,2013349
United States,USA,2021-09-04,2060338
United States,USA,2021-09-05,2089742
United States,USA,2021-09-06,2103169
United States,USA,2021-09-07,2200296
United States,USA,2021-09-08,2301235
United States,USA,2021-09-09,2404068
United States,USA,2021-09-10,2516883
United States,USA,2021-09-11,2568374
United States,USA,2021-09-12,2593172
United States,USA,2021-09-13,2673630
United States,USA,2021-09-14,2752712
United States,USA,2021-09-15,2837231
United States,USA,2021-09-16,2919304
United States,USA,2021-09-17,3014667
United States,USA,2021-09-18,3065858
United States,USA,2021-09-19,3091160
United States,USA,2021-09-20,3183970
United States,USA,2021-09-21,3279059
United States,USA,2021-09-22,3369852
United States,USA,2021-09-23,3477974
United States,USA,2021-09-24,3747195
United States,USA,2021-09-25,3998583
United States,USA,2021-09-26,4147464
United States,USA,2021-09-27,4674804
United States,USA,2021-09-28,5233976
United States,USA,2021-09-29,5796239
United States,USA,2021-09-30,6373019
United States,USA,2021-10-01,7036141
United States,USA,2021-10-02,7295595
United States,USA,2021-10-03,7430245
United States,USA,2021-10-04,7929998
United States,USA,2021-10-05,8465949
United States,USA,2021-10-06,9011194
United States,USA,2021-10-07,9552374
United States,USA,2021-10-08,10134669
United States,USA,2021-10-09,10364897
United States,USA,2021-10-10,10486481
United States,USA,2021-10-11,10912053
United States,USA,2021-10-12,11398087
United States,USA,2021-10-13,11872093
United States,USA,2021-10-14,12351564
United States,USA,2021-10-15,12891852
United States,USA,2021-10-16,13108468
United States,USA,2021-10-17,13214532
United States,USA,2021-10-18,13632719
United States,USA,2021-10-19,14081905
United States,USA,2021-10-20,14544043
United States,USA,2021-10-21,15022705
United States,USA,2021-10-22,15891987
United States,USA,2021-10-23,16426173
United States,USA,2021-10-24,16718578
United States,USA,2021-10-25,17767790
United States,USA,2021-10-26,18865735
United States,USA,2021-10-27,20008086
United States,USA,2021-10-28,21147536
United States,USA,2021-10-29,22408423
United States,USA,2021-10-30,22960794
United States,USA,2021-10-31,23237588
United States,USA,2021-11-01,24278474
United States,USA,2021-11-02,25345643
United States,USA,2021-11-03,26446516
United States,USA,2021-11-04,27579351
United States,USA,2021-11-05,28853249
United States,USA,2021-11-06,29399926
United States,USA,2021-11-07,29668121
United States,USA,2021-11-08,30522050
United States,USA,2021-11-09,31504926
United States,USA,2021-11-10,32567672
United States,USA,2021-11-11,33495415
United States,USA,2021-11-12,34683557
United States,USA,2021-11-13,35236483
United States,USA,2021-11-14,35524334
United States,USA,2021-11-15,36483394
United States,USA,2021-11-16,37547065
United States,USA,2021-11-17,38664770
United States,USA,2021-11-18,39811513
United States,USA,2021-11-19,41149607
United States,USA,2021-11-20,41843178
United States,USA,2021-11-21,42234591
United States,USA,2021-11-22,43426015
United States,USA,2021-11-23,44596260
United States,USA,2021-11-24,45456890
United States,USA,2021-11-25,45472402
United States,USA,2021-11-26,46213309
United States,USA,2021-11-27,46702911
United States,USA,2021-11-28,47013457
United States,USA,2021-11-29,47994544
United States,USA,2021-11-30,49162080
United States,USA,2021-12-01,50506232
United States,USA,2021-12-02,51872995
United States,USA,2021-12-03,53382177
United States,USA,2021-12-04,54129642
United States,USA,2021-12-05,54515952
United States,USA,2021-12-06,55665403
United States,USA,2021-12-07,56864150
United States,USA,2021-12-08,58064083
United States,USA,2021-12-09,59279160
United States,USA,2021-12-10,60604307
United States,USA,2021-12-11,61273601
United States,USA,2021-12-12,61634398
United States,USA,2021-12-13,62653416
United States,USA,2021-12-14,63750335
United States,USA,2021-12-15,64863241
United States,USA,2021-12-16,66025332
United States,USA,2021-12-17,67307601
United States,USA,2021-12-18,67993162
United States,USA,2021-12-19,68391646
United States,USA,2021-12-20,69591434
United States,USA,2021-12-21,70882481
United States,USA,2021-12-22,72088439
United States,USA,2021-12-23,73026045
United States,USA,2021-12-24,73253424
United States,USA,2021-12-25,73257278
United States,USA,2021-12-26,73527448
United States,USA,2021-12-27,74449193
United States,USA,2021-12-28,75487275
United States,USA,2021-12-29,76512628
United States,USA,2021-12-30,77448959
United States,USA,2021-12-31,77816104
United States,USA,2022-01-01,77882292
United States,USA,2022-01-02,78158086
United States,USA,2022-01-03,78878520
United States,USA,2022-01-04,79723580
United States,USA,2022-01-05,80600439
United States,USA,2022-01-06,81494930
United States,USA,2022-01-07,82514490
United States,USA,2022-01-08,83121418
United States,USA,2022-01-09,83407142
United States,USA,2022-01-10,84157700
United States,USA,2022-01-11,84937394
United States,USA,2022-01-12,85721392
United States,USA,2022-01-13,86499313
United States,USA,2022-01-14,87424310
United States,USA,2022-01-15,87903276
United States,USA,2022-01-16,88131716
United States,USA,2022-01-17,88604779
United States,USA,2022-01-18,89167202
United States,USA,2022-01-19,89716303
United States,USA,2022-01-20,90241967
United States,USA,2022-01-21,90890383
United States,USA,2022-01-22,91256214
United States,USA,2022-01-23,91432852
United States,USA,2022-01-24,91869045
United States,USA,2022-01-25,92296705
United States,USA,2022-01-26,92713205
United States,USA,2022-01-27,93132755
United States,USA,2022-01-28,93648031
United States,USA,2022-01-29,93883035
United States,USA,2022-01-30,94007512
United States,USA,2022-01-31,94321163
United States,USA,2022-02-01,94628181
United States,USA,2022-02-02,94902941
United States,USA,2022-02-03,95156901
United States,USA,2022-02-04,95476905
United States,USA,2022-02-05,95671505
United States,USA,2022-02-06,95763931
United States,USA,2022-02-07,95986897
United States,USA,2022-02-08,96217589
United States,USA,2022-02-09,96454164
United States,USA,2022-02-10,96695430
United States,USA,2022-02-11,96991723
United States,USA,2022-02-12,97143235
United States,USA,2022-02-13,97205705
United States,USA,2022-02-14,97361673
United States,USA,2022-02-15,97548350
United States,USA,2022-02-16,97743567
United States,USA,2022-02-17,97941171
United States,USA,2022-02-18,98198088
United States,USA,2022-02-19,98325213
United States,USA,2022-02-20,98393383
United States,USA,2022-02-21,98540356
United States,USA,2022-02-22,98703879
United States,USA,2022-02-23,98867175
United States,USA,2022-02-24,99028587
United States,USA,2022-02-25,99219840
United States,USA,2022-02-26,99330843
United States,USA,2022-02-27,99386618
United States,USA,2022-02-28,99544630
United States,USA,2022-03-01,99681705
United States,USA,2022-03-02,99802100
United States,USA,2022-03-03,99922782
United States,USA,2022-03-04,100073210
United States,USA,2022-03-05,100152203
United States,USA,2022-03-06,100189314
United States,USA,2022-03-07,100288717
United States,USA,2022-03-08,100389828
United States,USA,2022-03-09,100488000
United States,USA,2022-03-10,100587387
United States,USA,2022-03-11,100707619
United States,USA,2022-03-12,100767953
United States,USA,2022-03-13,100798614
United States,USA,2022-03-14,100889839
United States,USA,2022-03-15,100987719
United States,USA,2022-03-16,101087723
United States,USA,2022-03-17,101185399
United States,USA,2022-03-18,101311618
United States,USA,2022-03-19,101378452
United States,USA,2022-03-20,101412800
United States,USA,2022-03-21,101504245
United States,USA,2022-03-22,101594552
United States,USA,2022-03-23,101687735
United States,USA,2022-03-24,101779547
United States,USA,2022-03-25,101892340
United States,USA,2022-03-26,101949674
United States,USA,2022-03-27,101979788
United States,USA,2022-03-28,102062773
United States,USA,2022-03-29,102172096
United States,USA,2022-03-30,102450514
United States,USA,2022-03-31,102856397
United States,USA,2022-04-01,103346496
United States,USA,2022-04-02,103595717
United States,USA,2022-04-03,103746811
United States,USA,2022-04-04,104167753
United States,USA,2022-04-05,104591101
United States,USA,2022-04-06,105031830
United States,USA,2022-04-07,105479578
United States,USA,2022-04-08,105995094
United States,USA,2022-04-09,106241151
United States,USA,2022-04-10,106381946
United States,USA,2022-04-11,106829285
United States,USA,2022-04-12,107307806
United States,USA,2022-04-13,107754816
United States,USA,2022-04-14,108206435
United States,USA,2022-04-15,108632389
United States,USA,2022-04-16,108817090
United States,USA,2022-04-17,108855735
United States,USA,2022-04-18,109247103
United States,USA,2022-04-19,109663060
United States,USA,2022-04-20,110073174
United States,USA,2022-04-21,110457352
United States,USA,2022-04-22,110832016
United States,USA,2022-04-23,111016521
United States,USA,2022-04-24,111108228
United States,USA,2022-04-25,111430011
United States,USA,2022-04-26,111776895
United States,USA,2022-04-27,112137423
United States,USA,2022-04-28,112498079
United States,USA,2022-04-29,112879517
United States,USA,2022-04-30,113047649
United States,USA,2022-05-01,113137508
United States,USA,2022-05-02,113428622
United States,USA,2022-05-03,113742726
United States,USA,2022-05-04,114053152
United States,USA,2022-05-05,114358294
United States,USA,2022-05-06,114691841
United States,USA,2022-05-07,114833035
United States,USA,2022-05-08,114892447
United States,USA,2022-05-09,115180218
United States,USA,2022-05-10,115494042
United States,USA,2022-05-11,115808170
United States,USA,2022-05-12,116130537
United States,USA,2022-05-13,116477919
United States,USA,2022-05-14,116643348
United States,USA,2022-05-15,116729964
United States,USA,2022-05-16,117011422
United States,USA,2022-05-17,117311869
United States,USA,2022-05-18,117618637
United States,USA,2022-05-19,117943944
United States,USA,2022-05-20,118322106
United States,USA,2022-05-21,118513770
United States,USA,2022-05-22,118619559
United States,USA,2022-05-23,118940968
United States,USA,2022-05-24,119258203
United States,USA,2022-05-25,119563159
United States,USA,2022-05-26,119859044
United States,USA,2022-05-27,120183355
United States,USA,2022-05-28,120323891
United States,USA,2022-05-29,120398455
United States,USA,2022-05-30,120418954
United States,USA,2022-05-31,120684539
United States,USA,2022-06-01,120952529
United States,USA,2022-06-02,121213468
United States,USA,2022-06-03,121501639
United States,USA,2022-06-04,121633871
United States,USA,2022-06-05,121703926
United States,USA,2022-06-06,121927744
United States,USA,2022-06-07,122153361
United States,USA,2022-06-08,122380811
United States,USA,2022-06-09,122602436
United States,USA,2022-06-10,122845970
United States,USA,2022-06-11,122953317
United States,USA,2022-06-12,123006868
United States,USA,2022-06-13,123191065
United States,USA,2022-06-14,123383153
United States,USA,2022-06-15,123579088
United States,USA,2022-06-16,123773656
United States,USA,2022-06-17,123978514
United States,USA,2022-06-18,124061852
United States,USA,2022-06-19,124099079
United States,USA,2022-06-20,124259719
United States,USA,2022-06-21,124434454
United States,USA,2022-06-22,124611198
United States,USA,2022-06-23,124784265
United States,USA,2022-06-24,124965706
United States,USA,2022-06-25,125042227
United States,USA,2022-06-26,125081465
United States,USA,2022-06-27,125227732
United States,USA,2022-06-28,125382235
United States,USA,2022-06-29,125538208
United States,USA,2022-06-30,125699267
United States,USA,2022-07-01,125859790
United States,USA,2022-07-02,125922454
United States,USA,2022-07-03,125954360
United States,USA,2022-07-04,125960826
United States,USA,2022-07-05,126103923
United States,USA,2022-07-06,126259064
United States,USA,2022-07-07,126420092
United States,USA,2022-07-08,126603375
United States,USA,2022-07-09,126685291
United States,USA,2022-07-10,126727456
United States,USA,2022-07-11,126894493
United States,USA,2022-07-12,127080901
United States,USA,2022-07-13,127300670
United States,USA,2022-07-14,127534391
United States,USA,2022-07-15,127796742
United States,USA,2022-07-16,127920984
United States,USA,2022-07-17,127990178
United States,USA,2022-07-18,128219330
United States,USA,2022-07-19,128441213
United States,USA,2022-07-20,128648524
United States,USA,2022-07-21,128869706
United States,USA,2022-07-22,129122833
United States,USA,2022-07-23,129237147
United States,USA,2022-07-24,129294147
United States,USA,2022-07-25,129487454
United States,USA,2022-07-26,129677526
United States,USA,2022-07-27,129856683
United States,USA,2022-07-28,130032147
United States,USA,2022-07-29,130214295
United States,USA,2022-07-30,130287630
United States,USA,2022-07-31,130324217
United States,USA,2022-08-01,130462910
United States,USA,2022-08-02,130605072
United States,USA,2022-08-03,130742936
United States,USA,2022-08-04,130877766
United States,USA,2022-08-05,131020701
United States,USA,2022-08-06,131081160
United States,USA,2022-08-07,131111734
United States,USA,2022-08-08,131230964
United States,USA,2022-08-09,131352003
United States,USA,2022-08-10,131465108
United States,USA,2022-08-11,131577413
United States,USA,2022-08-12,131699686
United States,USA,2022-08-13,131749808
United States,USA,2022-08-14,131774720
United States,USA,2022-08-15,131877788
United States,USA,2022-08-16,131983745
United States,USA,2022-08-17,132088357
United States,USA,2022-08-18,132186818
United States,USA,2022-08-19,132291449
United States,USA,2022-08-20,132332045
United States,USA,2022-08-21,132352324
United States,USA,2022-08-22,132437013
United States,USA,2022-08-23,132525015
United States,USA,2022-08-24,132611577
United States,USA,2022-08-25,132694150
United States,USA,2022-08-26,132779112
United States,USA,2022-08-27,132813463
United States,USA,2022-08-28,132830732
United States,USA,2022-08-29,132900132
United States,USA,2022-08-30,132970260
United States,USA,2022-08-31,133030484
United States,USA,2022-09-01,133062763
Upper middle income,,2020-12-29,1
Upper middle income,,2020-12-30,1
Upper middle income,,2020-12-31,1
Upper middle income,,2021-01-01,1
Upper middle income,,2021-01-02,1
Upper middle income,,2021-01-03,5
Upper middle income,,2021-01-04,7
Upper middle income,,2021-01-05,7
Upper middle income,,2021-01-06,11
Upper middle income,,2021-01-07,17
Upper middle income,,2021-01-08,18
Upper middle income,,2021-01-09,19
Upper middle income,,2021-01-10,24
Upper middle income,,2021-01-11,26
Upper middle income,,2021-01-12,36
Upper middle income,,2021-01-13,38
Upper middle income,,2021-01-14,42
Upper middle income,,2021-01-15,42
Upper middle income,,2021-01-16,42
Upper middle income,,2021-01-17,44
Upper middle income,,2021-01-18,52
Upper middle income,,2021-01-19,58
Upper middle income,,2021-01-20,58
Upper middle income,,2021-01-21,58
Upper middle income,,2021-01-22,59
Upper middle income,,2021-01-23,60
Upper middle income,,2021-01-24,60
Upper middle income,,2021-01-25,60
Upper middle income,,2021-01-26,60
Upper middle income,,2021-01-27,60
Upper middle income,,2021-01-28,61
Upper middle income,,2021-01-29,61
Upper middle income,,2021-01-30,62
Upper middle income,,2021-01-31,63
Upper middle income,,2021-02-01,64
Upper middle income,,2021-02-02,65
Upper middle income,,2021-02-03,65
Upper middle income,,2021-02-04,66
Upper middle income,,2021-02-05,66
Upper middle income,,2021-02-06,66
Upper middle income,,2021-02-07,66
Upper middle income,,2021-02-08,68
Upper middle income,,2021-02-09,68
Upper middle income,,2021-02-10,68
Upper middle income,,2021-02-11,68
Upper middle income,,2021-02-12,68
Upper middle income,,2021-02-13,68
Upper middle income,,2021-02-14,68
Upper middle income,,2021-02-15,69
Upper middle income,,2021-02-16,69
Upper middle income,,2021-02-17,69
Upper middle income,,2021-02-18,70
Upper middle income,,2021-02-19,71
Upper middle income,,2021-02-20,71
Upper middle income,,2021-02-21,71
Upper middle income,,2021-02-22,71
Upper middle income,,2021-02-23,71
Upper middle income,,2021-02-24,73
Upper middle income,,2021-02-25,74
Upper middle income,,2021-02-26,74
Upper middle income,,2021-02-27,74
Upper middle income,,2021-02-28,75
Upper middle income,,2021-03-01,75
Upper middle income,,2021-03-02,75
Upper middle income,,2021-03-03,76
Upper middle income,,2021-03-04,78
Upper middle income,,2021-03-05,79
Upper middle income,,2021-03-06,80
Upper middle income,,2021-03-07,80
Upper middle income,,2021-03-08,80
Upper middle income,,2021-03-09,81
Upper middle income,,2021-03-10,81
Upper middle income,,2021-03-11,83
Upper middle income,,2021-03-12,84
Upper middle income,,2021-03-13,85
Upper middle income,,2021-03-14,85
Upper middle income,,2021-03-15,86
Upper middle income,,2021-03-16,86
Upper middle income,,2021-03-17,86
Upper middle income,,2021-03-18,89
Upper middle income,,2021-03-19,89
Upper middle income,,2021-03-20,89
Upper middle income,,2021-03-21,91
Upper middle income,,2021-03-22,92
Upper middle income,,2021-03-23,94
Upper middle income,,2021-03-24,94
Upper middle income,,2021-03-25,96
Upper middle income,,2021-03-26,96
Upper middle income,,2021-03-27,96
Upper middle income,,2021-03-28,97
Upper middle income,,2021-03-29,100
Upper middle income,,2021-03-30,103
Upper middle income,,2021-03-31,104
Upper middle income,,2021-04-01,104
Upper middle income,,2021-04-02,104
Upper middle income,,2021-04-03,104
Upper middle income,,2021-04-04,106
Upper middle income,,2021-04-05,107
Upper middle income,,2021-04-06,107
Upper middle income,,2021-04-07,109
Upper middle income,,2021-04-08,111
Upper middle income,,2021-04-09,114
Upper middle income,,2021-04-10,115
Upper middle income,,2021-04-11,115
Upper middle income,,2021-04-12,115
Upper middle income,,2021-04-13,116
Upper middle income,,2021-04-14,116
Upper middle income,,2021-04-15,118
Upper middle income,,2021-04-16,119
Upper middle income,,2021-04-17,119
Upper middle income,,2021-04-18,119
Upper middle income,,2021-04-19,120
Upper middle income,,2021-04-20,123
Upper middle income,,2021-04-21,123
Upper middle income,,2021-04-22,126
Upper middle income,,2021-04-23,129
Upper middle income,,2021-04-24,129
Upper middle income,,2021-04-25,129
Upper middle income,,2021-04-26,133
Upper middle income,,2021-04-27,136
Upper middle income,,2021-04-28,137
Upper middle income,,2021-04-29,138
Upper middle income,,2021-04-30,143
Upper middle income,,2021-05-01,143
Upper middle income,,2021-05-02,143
Upper middle income,,2021-05-03,146
Upper middle income,,2021-05-04,147
Upper middle income,,2021-05-05,153
Upper middle income,,2021-05-06,156
Upper middle income,,2021-05-07,159
Upper middle income,,2021-05-08,159
Upper middle income,,2021-05-09,161
Upper middle income,,2021-05-10,162
Upper middle income,,2021-05-11,164
Upper middle income,,2021-05-12,167
Upper middle income,,2021-05-13,170
Upper middle income,,2021-05-14,173
Upper middle income,,2021-05-15,175
Upper middle income,,2021-05-16,176
Upper middle income,,2021-05-17,180
Upper middle income,,2021-05-18,182
Upper middle income,,2021-05-19,186
Upper middle income,,2021-05-20,191
Upper middle income,,2021-05-21,195
Upper middle income,,2021-05-22,197
Upper middle income,,2021-05-23,199
Upper middle income,,2021-05-24,200
Upper middle income,,2021-05-25,202
Upper middle income,,2021-05-26,205
Upper middle income,,2021-05-27,211
Upper middle income,,2021-05-28,216
Upper middle income,,2021-05-29,219
Upper middle income,,2021-05-30,220
Upper middle income,,2021-05-31,224
Upper middle income,,2021-06-01,236
Upper middle income,,2021-06-02,243
Upper middle income,,2021-06-03,250
Upper middle income,,2021-06-04,267
Upper middle income,,2021-06-05,297
Upper middle income,,2021-06-06,299
Upper middle income,,2021-06-07,305
Upper middle income,,2021-06-08,314
Upper middle income,,2021-06-09,317
Upper middle income,,2021-06-10,323
Upper middle income,,2021-06-11,329
Upper middle income,,2021-06-12,336
Upper middle income,,2021-06-13,341
Upper middle income,,2021-06-14,347
Upper middle income,,2021-06-15,357
Upper middle income,,2021-06-16,370
Upper middle income,,2021-06-17,374
Upper middle income,,2021-06-18,384
Upper middle income,,2021-06-19,388
Upper middle income,,2021-06-20,389
Upper middle income,,2021-06-21,389
Upper middle income,,2021-06-22,392
Upper middle income,,2021-06-23,394
Upper middle income,,2021-06-24,396
Upper middle income,,2021-06-25,401
Upper middle income,,2021-06-26,403
