Entity,Code,Day,total_boosters
Asia,,2023-05-22,1801041364
Asia,,2023-05-23,1801100755
Asia,,2023-05-24,1801103520
Asia,,2023-05-25,1801121654
Asia,,2023-05-26,1801132323
Asia,,2023-05-27,1801134539
Asia,,2023-05-28,1801138653
Asia,,2023-05-29,1801483339
Asia,,2023-05-30,1801530675
Asia,,2023-05-31,1801533561
Asia,,2023-06-01,1801543427
Asia,,2023-06-02,1801544643
Asia,,2023-06-03,1801547658
Asia,,2023-06-04,1801700880
Asia,,2023-06-05,1801705764
Asia,,2023-06-06,1803050363
Asia,,2023-06-07,1803072130
Asia,,2023-06-08,1803089268
Asia,,2023-06-09,1803090647
Asia,,2023-06-10,1803095180
Asia,,2023-06-11,1804050037
Asia,,2023-06-12,1804058954
Asia,,2023-06-13,1804096528
Asia,,2023-06-14,1804106606
Asia,,2023-06-15,1804114230
Asia,,2023-06-16,1804115286
Asia,,2023-06-17,1804121312
Asia,,2023-06-18,1804761056
Asia,,2023-06-19,1804769161
Asia,,2023-06-20,1804842530
Asia,,2023-06-21,1804850138
Asia,,2023-06-22,1804859181
Asia,,2023-06-23,1804860298
Asia,,2023-06-24,1804866244
Asia,,2023-06-25,1804886941
Asia,,2023-06-26,1804896252
Asia,,2023-06-27,1804912052
Asia,,2023-06-28,1804913627
Asia,,2023-06-29,1804914627
Asia,,2023-06-30,1804932227
Asia,,2023-07-01,1804936040
Asia,,2023-07-02,1804951880
Asia,,2023-07-03,1804958950
Asia,,2023-07-04,1805046114
Asia,,2023-07-05,1805047950
Asia,,2023-07-06,1805088287
Asia,,2023-07-07,1805142189
Asia,,2023-07-08,1805359541
Asia,,2023-07-09,1805572916
Asia,,2023-07-10,1805573966
Asia,,2023-07-11,1805919434
Asia,,2023-07-12,1805961387
Asia,,2023-07-13,1805962532
Asia,,2023-07-14,1805963299
Asia,,2023-07-15,1805974992
Asia,,2023-07-16,1805982644
Asia,,2023-07-17,1806010387
Asia,,2023-07-18,1806017113
Asia,,2023-07-19,1806020182
Asia,,2023-07-20,1806023115
Asia,,2023-07-21,1806024064
Asia,,2023-07-22,1806025578
Asia,,2023-07-23,1806063906
Asia,,2023-07-24,1806066348
Asia,,2023-07-25,1806088926
Asia,,2023-07-26,1806092202
Asia,,2023-07-27,1806097015
Asia,,2023-07-28,1806097927
Asia,,2023-07-29,1806098243
Asia,,2023-07-30,1806119688
Asia,,2023-07-31,1806121653
Asia,,2023-08-01,1806136162
Asia,,2023-08-02,1806137884
Asia,,2023-08-03,1806139409
Asia,,2023-08-04,1806140050
Asia,,2023-08-05,1806140955
Asia,,2023-08-06,1806810362
Asia,,2023-08-07,1806812078
Asia,,2023-08-08,1806831627
Asia,,2023-08-09,1806835612
Asia,,2023-08-10,1806837320
Asia,,2023-08-11,1806838117
Asia,,2023-08-12,1806838790
Asia,,2023-08-13,1806957258
Asia,,2023-08-14,1806958006
Asia,,2023-08-15,1807005270
Asia,,2023-08-16,1807007155
Asia,,2023-08-17,1807013389
Asia,,2023-08-18,1807014021
Asia,,2023-08-19,1807021025
Asia,,2023-08-20,1807082886
Asia,,2023-08-21,1809168021
Asia,,2023-08-22,1809170055
Asia,,2023-08-23,1809171491
Asia,,2023-08-24,1809173955
Asia,,2023-08-25,1809175886
Asia,,2023-08-26,1809176529
Asia,,2023-08-27,1809227052
Asia,,2023-08-28,1809227739
Asia,,2023-08-29,1809228843
Asia,,2023-08-30,1809229611
Asia,,2023-08-31,1809230118
Asia,,2023-09-01,1809265211
Asia,,2023-09-02,1809265645
Asia,,2023-09-03,1809270904
Asia,,2023-09-04,1809271327
Asia,,2023-09-05,1809276847
Asia,,2023-09-06,1809276993
Asia,,2023-09-07,1809293296
Asia,,2023-09-08,1809293497
Asia,,2023-09-09,1809293601
Asia,,2023-09-10,1809349047
Asia,,2023-09-11,1809350799
Asia,,2023-09-12,1809351755
Asia,,2023-09-13,1809352346
Asia,,2023-09-14,1809352518
Asia,,2023-09-15,1809352708
Asia,,2023-09-16,1809354433
Asia,,2023-09-17,1809382489
Asia,,2023-09-18,1809383193
Asia,,2023-09-19,1809427603
Asia,,2023-09-20,1809427788
Asia,,2023-09-21,1809427938
Asia,,2023-09-22,1809428157
Asia,,2023-09-23,1809428396
Asia,,2023-09-24,1809563039
Asia,,2023-09-25,1809563158
Asia,,2023-09-26,1809642547
Asia,,2023-09-27,1809642837
Asia,,2023-09-28,1809646058
Asia,,2023-09-29,1809646211
Asia,,2023-09-30,1809646335
Asia,,2023-10-01,1809680461
Asia,,2023-10-02,1809680622
Asia,,2023-10-03,1809680742
Asia,,2023-10-04,1809680966
Asia,,2023-10-05,1809681233
Asia,,2023-10-06,1809681454
Asia,,2023-10-07,1809694882
Asia,,2023-10-08,1809705572
Asia,,2023-10-09,1809705694
Asia,,2023-10-10,1809705883
Asia,,2023-10-11,1809706034
Asia,,2023-10-12,1809706242
Asia,,2023-10-13,1809706446
Asia,,2023-10-14,1809706532
Asia,,2023-10-15,1809706644
Asia,,2023-10-16,1809790113
Asia,,2023-10-17,1810159358
Asia,,2023-10-18,1810660990
Asia,,2023-10-19,1810663020
Asia,,2023-10-20,1810664115
Asia,,2023-10-21,1810664217
Asia,,2023-10-22,1810664353
Asia,,2023-10-23,1810664481
Asia,,2023-10-24,1811513248
Asia,,2023-10-25,1811513325
Asia,,2023-10-26,1811513453
Asia,,2023-10-27,1811519248
Asia,,2023-10-28,1811519887
Asia,,2023-10-29,1811519958
Asia,,2023-10-30,1811521046
Asia,,2023-10-31,1811521149
Asia,,2023-11-01,1811522806
Asia,,2023-11-02,1811522897
Asia,,2023-11-03,1811524908
Asia,,2023-11-04,1811525501
Asia,,2023-11-05,1811530374
Asia,,2023-11-06,1811531374
Asia,,2023-11-07,1811617637
Asia,,2023-11-08,1811619220
Asia,,2023-11-09,1811619337
Asia,,2023-11-10,1811620806
Asia,,2023-11-11,1811621256
Asia,,2023-11-12,1811621294
Asia,,2023-11-13,1811621336
Asia,,2023-11-14,1811727274
Asia,,2023-11-15,1811727337
Asia,,2023-11-16,1811730057
Asia,,2023-11-17,1811730136
Asia,,2023-11-18,1811731183
Asia,,2023-11-19,1811731251
Asia,,2023-11-20,1811731297
Asia,,2023-11-21,1811732552
Asia,,2023-11-22,1811734748
Asia,,2023-11-23,1811751954
Asia,,2023-11-24,1811752048
Asia,,2023-11-25,1811754088
Asia,,2023-11-26,1814564000
Asia,,2023-11-27,1814564050
Asia,,2023-11-28,1814564115
Asia,,2023-11-29,1814564186
Asia,,2023-11-30,1814566387
Asia,,2023-12-01,1814566973
Asia,,2023-12-02,1814567352
Asia,,2023-12-03,1814567407
Asia,,2023-12-04,1814568263
Asia,,2023-12-05,1814568322
Asia,,2023-12-06,1814568388
Asia,,2023-12-07,1814582363
Asia,,2023-12-08,1814582446
Asia,,2023-12-09,1814586046
Asia,,2023-12-10,1814586127
Asia,,2023-12-11,1814586182
Asia,,2023-12-12,1814588069
Asia,,2023-12-13,1814588107
Asia,,2023-12-14,1814588208
Asia,,2023-12-15,1814593621
Asia,,2023-12-16,1814594830
Asia,,2023-12-17,1814594920
Asia,,2023-12-18,1814597522
Asia,,2023-12-19,1814599719
Asia,,2023-12-20,1814599786
Asia,,2023-12-21,1814603793
Asia,,2023-12-22,1814603963
Asia,,2023-12-23,1814606549
Asia,,2023-12-24,1814606613
Asia,,2023-12-25,1814606619
Asia,,2023-12-26,1814606829
Asia,,2023-12-27,1814609098
Asia,,2023-12-28,1814611960
Asia,,2023-12-29,1814612290
Asia,,2023-12-30,1814615445
Asia,,2023-12-31,1814615565
Asia,,2024-01-01,1814615635
Asia,,2024-01-02,1814617620
Asia,,2024-01-03,1814617776
Asia,,2024-01-04,1814617987
Asia,,2024-01-05,1814618260
Asia,,2024-01-06,1814619524
Asia,,2024-01-07,1814619770
Asia,,2024-01-08,1814631088
Asia,,2024-01-09,1814633912
Asia,,2024-01-10,1814634198
Asia,,2024-01-11,1814634459
Asia,,2024-01-12,1814634734
Asia,,2024-01-13,1814643265
Asia,,2024-01-14,1814643369
Asia,,2024-01-15,1814646119
Asia,,2024-01-16,1814646210
Asia,,2024-01-17,1814650444
Asia,,2024-01-18,1814653795
Asia,,2024-01-19,1814656447
Asia,,2024-01-20,1814657772
Asia,,2024-01-21,1814657981
Asia,,2024-01-22,1814658097
Asia,,2024-01-23,1814658243
Asia,,2024-01-24,1814663242
Asia,,2024-01-25,1814664822
Asia,,2024-01-26,1814665950
Asia,,2024-01-27,1814666256
Asia,,2024-01-28,1814666431
Asia,,2024-01-29,1814667435
Asia,,2024-01-30,1814668442
Asia,,2024-01-31,1814669843
Asia,,2024-02-01,1814671118
Asia,,2024-02-02,1814672438
Asia,,2024-02-03,1814673276
Asia,,2024-02-04,1814673505
Asia,,2024-02-05,1814673596
Asia,,2024-02-06,1814674679
Asia,,2024-02-07,1814675124
Asia,,2024-02-08,1814676378
Asia,,2024-02-09,1814676668
Asia,,2024-02-10,1814676780
Asia,,2024-02-11,1814676822
Asia,,2024-02-12,1814676857
Asia,,2024-02-13,1814676942
Asia,,2024-02-14,1814677161
Asia,,2024-02-15,1814677562
Asia,,2024-02-16,1814677673
Asia,,2024-02-17,1814677720
Asia,,2024-02-18,1814680821
Asia,,2024-02-19,1814681148
Asia,,2024-02-20,1814682708
Australia,AUS,2021-10-07,151
Australia,AUS,2021-10-08,292
Australia,AUS,2021-10-09,433
Australia,AUS,2021-10-10,481
Australia,AUS,2021-10-11,715
Australia,AUS,2021-10-12,1055
Australia,AUS,2021-10-13,1328
Australia,AUS,2021-10-14,1658
Australia,AUS,2021-10-15,2110
Australia,AUS,2021-10-16,2444
Australia,AUS,2021-10-17,2662
Australia,AUS,2021-10-18,3159
Australia,AUS,2021-10-19,3726
Australia,AUS,2021-10-20,4617
Australia,AUS,2021-10-21,5398
Australia,AUS,2021-10-22,6183
Australia,AUS,2021-10-23,6577
Australia,AUS,2021-10-24,6828
Australia,AUS,2021-10-25,7581
Australia,AUS,2021-10-26,8307
Australia,AUS,2021-10-27,9518
Australia,AUS,2021-10-28,10541
Australia,AUS,2021-10-29,14041
Australia,AUS,2021-10-30,17195
Australia,AUS,2021-10-31,21087
Australia,AUS,2021-11-01,45613
Australia,AUS,2021-11-02,73476
Australia,AUS,2021-11-03,100000
Australia,AUS,2021-11-04,127255
Australia,AUS,2021-11-05,150000
Australia,AUS,2021-11-06,173000
Australia,AUS,2021-11-07,176783
Australia,AUS,2021-11-08,191218
Australia,AUS,2021-11-09,206926
Australia,AUS,2021-11-10,221690
Australia,AUS,2021-11-11,236767
Australia,AUS,2021-11-12,251293
Australia,AUS,2021-11-13,257462
Australia,AUS,2021-11-14,260638
Australia,AUS,2021-11-15,271460
Australia,AUS,2021-11-16,284837
Australia,AUS,2021-11-17,298841
Australia,AUS,2021-11-18,312339
Australia,AUS,2021-11-19,324285
Australia,AUS,2021-11-20,331734
Australia,AUS,2021-11-21,333463
Australia,AUS,2021-11-22,346587
Australia,AUS,2021-11-23,361690
Australia,AUS,2021-11-24,375635
Australia,AUS,2021-11-25,390625
Australia,AUS,2021-11-26,405698
Australia,AUS,2021-11-27,411864
Australia,AUS,2021-11-28,415162
Australia,AUS,2021-11-29,430584
Australia,AUS,2021-11-30,448945
Australia,AUS,2021-12-01,470000
Australia,AUS,2021-12-02,495252
Australia,AUS,2021-12-03,521744
Australia,AUS,2021-12-04,531846
Australia,AUS,2021-12-05,536892
Australia,AUS,2021-12-06,559046
Australia,AUS,2021-12-07,583480
Australia,AUS,2021-12-08,611752
Australia,AUS,2021-12-09,641791
Australia,AUS,2021-12-10,671067
Australia,AUS,2021-12-11,687067
Australia,AUS,2021-12-12,697357
Australia,AUS,2021-12-13,771682
Australia,AUS,2021-12-14,868122
Australia,AUS,2021-12-15,985598
Australia,AUS,2021-12-16,1117020
Australia,AUS,2021-12-17,1257901
Australia,AUS,2021-12-18,1328784
Australia,AUS,2021-12-19,1369724
Australia,AUS,2021-12-20,1511654
Australia,AUS,2021-12-21,1668344
Australia,AUS,2021-12-22,1835632
Australia,AUS,2021-12-23,1984415
Australia,AUS,2021-12-26,2093618
Australia,AUS,2021-12-27,2117070
Australia,AUS,2021-12-28,2144822
Australia,AUS,2021-12-29,2257302
Australia,AUS,2021-12-30,2380356
Australia,AUS,2022-01-02,2530010
Australia,AUS,2022-01-03,2566329
Australia,AUS,2022-01-04,2742552
Australia,AUS,2022-01-05,2965117
Australia,AUS,2022-01-06,3197703
Australia,AUS,2022-01-07,3424680
Australia,AUS,2022-01-08,3565888
Australia,AUS,2022-01-09,3651855
Australia,AUS,2022-01-10,3867210
Australia,AUS,2022-01-11,4109839
Australia,AUS,2022-01-12,4363951
Australia,AUS,2022-01-13,4618466
Australia,AUS,2022-01-14,4864238
Australia,AUS,2022-01-15,4998093
Australia,AUS,2022-01-16,5075274
Australia,AUS,2022-01-17,5316772
Australia,AUS,2022-01-18,5553110
Australia,AUS,2022-01-19,5798370
Australia,AUS,2022-01-20,6063134
Australia,AUS,2022-01-21,6315471
Australia,AUS,2022-01-22,6459388
Australia,AUS,2022-01-23,6546383
Australia,AUS,2022-01-24,6793237
Australia,AUS,2022-01-25,7041225
Australia,AUS,2022-01-26,7100976
Australia,AUS,2022-01-27,7333843
Australia,AUS,2022-01-28,7568852
Australia,AUS,2022-01-29,7699044
Australia,AUS,2022-01-30,7764564
Australia,AUS,2022-01-31,7971368
Australia,AUS,2022-02-01,8191679
Australia,AUS,2022-02-02,8418676
Australia,AUS,2022-02-03,8631286
Australia,AUS,2022-02-04,8838517
Australia,AUS,2022-02-05,8941520
Australia,AUS,2022-02-06,8997661
Australia,AUS,2022-02-07,9182529
Australia,AUS,2022-02-08,9371322
Australia,AUS,2022-02-09,9554451
Australia,AUS,2022-02-10,9727513
Australia,AUS,2022-02-11,9901711
Australia,AUS,2022-02-12,9991919
Australia,AUS,2022-02-13,10033545
Australia,AUS,2022-02-14,10178057
Australia,AUS,2022-02-15,10317497
Australia,AUS,2022-02-16,10453973
Australia,AUS,2022-02-17,10583499
Australia,AUS,2022-02-18,10714931
Australia,AUS,2022-02-19,10786717
Australia,AUS,2022-02-20,10821136
Australia,AUS,2022-02-21,10940087
Australia,AUS,2022-02-22,11051331
Australia,AUS,2022-02-23,11155371
Australia,AUS,2022-02-24,11259012
Australia,AUS,2022-02-25,11361043
Australia,AUS,2022-02-26,11415349
Australia,AUS,2022-02-27,11440678
Australia,AUS,2022-02-28,11526369
Australia,AUS,2022-03-01,11601534
Australia,AUS,2022-03-02,11673608
Australia,AUS,2022-03-03,11744570
Australia,AUS,2022-03-04,11818742
Australia,AUS,2022-03-05,11857647
Australia,AUS,2022-03-06,11874570
Australia,AUS,2022-03-07,11927321
Australia,AUS,2022-03-08,11985296
Australia,AUS,2022-03-09,12041601
Australia,AUS,2022-03-10,12098500
Australia,AUS,2022-03-11,12162575
Australia,AUS,2022-03-12,12195821
Australia,AUS,2022-03-13,12209966
Australia,AUS,2022-03-14,12249384
Australia,AUS,2022-03-15,12302592
Australia,AUS,2022-03-16,12352672
Australia,AUS,2022-03-17,12402691
Australia,AUS,2022-03-18,12455925
Australia,AUS,2022-03-19,12484446
Australia,AUS,2022-03-20,12497152
Australia,AUS,2022-03-21,12543036
Australia,AUS,2022-03-22,12588827
Australia,AUS,2022-03-23,12632045
Australia,AUS,2022-03-24,12677108
Australia,AUS,2022-03-25,12724583
Australia,AUS,2022-03-26,12749337
Australia,AUS,2022-03-27,12760939
Australia,AUS,2022-03-28,12801846
Australia,AUS,2022-03-29,12840115
Australia,AUS,2022-03-30,12877035
Australia,AUS,2022-03-31,12911947
Australia,AUS,2022-04-01,12947025
Australia,AUS,2022-04-02,12964119
Australia,AUS,2022-04-03,12972174
Australia,AUS,2022-04-04,13002602
Australia,AUS,2022-04-05,13031964
Australia,AUS,2022-04-06,13060294
Australia,AUS,2022-04-07,13088177
Australia,AUS,2022-04-08,13116627
Australia,AUS,2022-04-09,13128699
Australia,AUS,2022-04-10,13286513
Australia,AUS,2022-04-11,13317459
Australia,AUS,2022-04-12,13343842
Australia,AUS,2022-04-13,13367049
Australia,AUS,2022-04-14,13391428
Australia,AUS,2022-04-15,13393506
Australia,AUS,2022-04-16,13398681
Australia,AUS,2022-04-17,13462452
Australia,AUS,2022-04-18,13467133
Australia,AUS,2022-04-19,13488405
Australia,AUS,2022-04-20,13508982
Australia,AUS,2022-04-21,13529513
Australia,AUS,2022-04-22,13549792
Australia,AUS,2022-04-23,13559379
Australia,AUS,2022-04-24,13694925
Australia,AUS,2022-04-25,13696802
Australia,AUS,2022-04-26,13714345
Australia,AUS,2022-04-27,13730241
Australia,AUS,2022-04-28,13746068
Australia,AUS,2022-04-29,13762209
Australia,AUS,2022-04-30,13769753
Australia,AUS,2022-05-01,13927876
Australia,AUS,2022-05-02,13939476
Australia,AUS,2022-05-03,13953035
Australia,AUS,2022-05-04,13966068
Australia,AUS,2022-05-05,13979721
Australia,AUS,2022-05-06,13992829
Australia,AUS,2022-05-07,13998418
Australia,AUS,2022-05-08,14206545
Australia,AUS,2022-05-09,14218708
Australia,AUS,2022-05-10,14230973
Australia,AUS,2022-05-11,14242894
Australia,AUS,2022-05-12,14255070
Australia,AUS,2022-05-13,14267114
Australia,AUS,2022-05-14,14272400
Australia,AUS,2022-05-15,14527073
Australia,AUS,2022-05-16,14538424
Australia,AUS,2022-05-17,14549314
Australia,AUS,2022-05-18,14560707
Australia,AUS,2022-05-19,14571977
Australia,AUS,2022-05-20,14583020
Australia,AUS,2022-05-21,14587855
Australia,AUS,2022-05-22,14855317
Australia,AUS,2022-05-23,14906501
Australia,AUS,2022-05-24,14964679
Australia,AUS,2022-05-25,15022669
Australia,AUS,2022-05-26,15082078
Australia,AUS,2022-05-27,15137443
Australia,AUS,2022-05-28,15150743
Australia,AUS,2022-05-29,15162810
Australia,AUS,2022-05-30,15212032
Australia,AUS,2022-05-31,15267312
Australia,AUS,2022-06-01,15323211
Australia,AUS,2022-06-02,15378981
Australia,AUS,2022-06-03,15429227
Australia,AUS,2022-06-04,15440396
Australia,AUS,2022-06-05,15449895
Australia,AUS,2022-06-06,15490690
Australia,AUS,2022-06-07,15543079
Australia,AUS,2022-06-08,15592196
Australia,AUS,2022-06-09,15643187
Australia,AUS,2022-06-10,15685297
Australia,AUS,2022-06-12,15693206
Australia,AUS,2022-06-13,15715917
Australia,AUS,2022-06-14,15763259
Australia,AUS,2022-06-15,15809249
Australia,AUS,2022-06-16,15855742
Australia,AUS,2022-06-17,15895938
Australia,AUS,2022-06-18,15908339
Australia,AUS,2022-06-19,15911187
Australia,AUS,2022-06-20,15949387
Australia,AUS,2022-06-21,15991809
Australia,AUS,2022-06-22,16031325
Australia,AUS,2022-06-23,16072663
Australia,AUS,2022-06-24,16107740
Australia,AUS,2022-06-25,16117499
Australia,AUS,2022-06-26,16121636
Australia,AUS,2022-06-27,16151996
Australia,AUS,2022-06-28,16187191
Australia,AUS,2022-06-29,16220228
Australia,AUS,2022-06-30,16253282
Australia,AUS,2022-07-01,16280641
Australia,AUS,2022-07-02,16288173
Australia,AUS,2022-07-03,16289905
Australia,AUS,2022-07-04,16318419
Australia,AUS,2022-07-05,16352535
Australia,AUS,2022-07-06,16388673
Australia,AUS,2022-07-07,16432702
Australia,AUS,2022-07-08,16487193
Australia,AUS,2022-07-09,16505643
Australia,AUS,2022-07-10,16512990
Australia,AUS,2022-07-11,16608804
Australia,AUS,2022-07-12,16723047
Australia,AUS,2022-07-13,16834530
Australia,AUS,2022-07-14,16946592
Australia,AUS,2022-07-15,17058703
Australia,AUS,2022-07-16,17105410
Australia,AUS,2022-07-17,17125242
Australia,AUS,2022-07-18,17223139
Australia,AUS,2022-07-19,17329593
Australia,AUS,2022-07-20,17432192
Australia,AUS,2022-07-21,17535147
Australia,AUS,2022-07-22,17636183
Australia,AUS,2022-07-23,17676707
Australia,AUS,2022-07-24,17691177
Australia,AUS,2022-07-25,17773414
Australia,AUS,2022-07-26,17860650
Australia,AUS,2022-07-27,17941716
Australia,AUS,2022-07-28,18020460
Australia,AUS,2022-07-29,18090649
Australia,AUS,2022-07-30,18119521
Australia,AUS,2022-07-31,18128815
Australia,AUS,2022-08-01,18182528
Australia,AUS,2022-08-02,18238992
Australia,AUS,2022-08-03,18291313
Australia,AUS,2022-08-04,18343383
Australia,AUS,2022-08-08,18450319
Australia,AUS,2022-08-09,18489245
Australia,AUS,2022-08-10,18524602
Australia,AUS,2022-08-11,18559235
Australia,AUS,2022-08-14,18608076
Australia,AUS,2022-08-15,18634216
Australia,AUS,2022-08-16,18662588
Australia,AUS,2022-08-17,18692846
Australia,AUS,2022-08-18,18718552
Australia,AUS,2022-08-21,18754700
Australia,AUS,2022-08-22,18773316
Australia,AUS,2022-08-23,18793980
Australia,AUS,2022-08-24,18813204
Australia,AUS,2022-08-25,18832487
Australia,AUS,2022-08-26,18832487
Australia,AUS,2022-08-28,18859966
Australia,AUS,2022-08-29,18875258
Australia,AUS,2022-08-30,18892933
Australia,AUS,2022-08-31,18908728
Australia,AUS,2022-09-01,18923633
Australia,AUS,2022-09-04,18945768
Australia,AUS,2022-09-05,18957759
Australia,AUS,2022-09-06,18971212
Australia,AUS,2022-09-07,18983873
Australia,AUS,2022-09-08,18996903
Australia,AUS,2022-09-15,19048216
Australia,AUS,2022-09-22,19096548
Australia,AUS,2022-09-29,19145155
Australia,AUS,2022-11-03,19293337
Australia,AUS,2022-11-10,19349035
Australia,AUS,2022-11-17,19442135
Australia,AUS,2022-11-24,19514697
Australia,AUS,2022-12-01,19567150
Australia,AUS,2022-12-08,19613644
Australia,AUS,2022-12-15,19656814
Australia,AUS,2022-12-22,19691609
Australia,AUS,2023-01-05,19721346
Australia,AUS,2023-01-12,19743221
Australia,AUS,2023-01-19,19762423
Australia,AUS,2023-01-26,19776130
Australia,AUS,2023-02-02,19790466
Austria,AUT,2021-01-29,2
Austria,AUT,2021-02-05,22
Austria,AUT,2021-02-12,42
Austria,AUT,2021-02-19,50
Austria,AUT,2021-02-26,60
Austria,AUT,2021-03-05,67
Austria,AUT,2021-03-12,79
Austria,AUT,2021-03-19,89
Austria,AUT,2021-03-26,98
Austria,AUT,2021-04-02,108
Austria,AUT,2021-04-09,155
Austria,AUT,2021-04-16,175
Austria,AUT,2021-04-23,202
Austria,AUT,2021-04-30,232
Austria,AUT,2021-05-07,275
Austria,AUT,2021-05-14,327
Austria,AUT,2021-05-21,395
Austria,AUT,2021-05-28,479
Austria,AUT,2021-06-04,585
Austria,AUT,2021-06-11,735
Austria,AUT,2021-06-18,914
Austria,AUT,2021-06-25,1086
Austria,AUT,2021-07-02,1345
Austria,AUT,2021-07-09,1849
Austria,AUT,2021-07-16,2380
Austria,AUT,2021-07-23,2782
Austria,AUT,2021-07-30,3271
Austria,AUT,2021-08-06,3832
Austria,AUT,2021-08-13,4568
Austria,AUT,2021-08-20,5448
Austria,AUT,2021-08-27,6659
Austria,AUT,2021-09-03,10484
Austria,AUT,2021-09-10,16590
Austria,AUT,2021-09-17,29847
Austria,AUT,2021-09-24,53179
Austria,AUT,2021-10-01,87687
Austria,AUT,2021-10-08,152479
Austria,AUT,2021-10-15,219008
Austria,AUT,2021-10-22,302433
Austria,AUT,2021-10-29,366862
Austria,AUT,2021-11-05,517739
Austria,AUT,2021-11-12,836120
Austria,AUT,2021-11-19,1359862
Austria,AUT,2021-11-26,1999068
Austria,AUT,2021-12-03,2594668
Austria,AUT,2021-12-10,3103421
Austria,AUT,2021-12-17,3608362
Austria,AUT,2021-12-24,3835880
Austria,AUT,2021-12-31,3992833
Austria,AUT,2022-01-07,4192435
Austria,AUT,2022-01-14,4427410
Austria,AUT,2022-01-21,4603686
Austria,AUT,2022-01-28,4749607
Austria,AUT,2022-02-04,4903472
Austria,AUT,2022-02-11,4972844
Austria,AUT,2022-02-18,5007391
Austria,AUT,2022-02-25,5031261
Austria,AUT,2022-03-04,5050765
Austria,AUT,2022-03-11,5066400
Austria,AUT,2022-03-18,5080262
Austria,AUT,2022-03-25,5094669
Austria,AUT,2022-04-01,5108707
Austria,AUT,2022-04-08,5122546
Austria,AUT,2022-04-15,5134530
Austria,AUT,2022-04-22,5146877
Austria,AUT,2022-04-29,5161559
Austria,AUT,2022-05-06,5175548
Austria,AUT,2022-05-13,5189712
Austria,AUT,2022-05-20,5202795
Austria,AUT,2022-05-27,5211841
Austria,AUT,2022-06-03,5222027
Austria,AUT,2022-06-10,5230567
Austria,AUT,2022-06-17,5238214
Austria,AUT,2022-06-24,5247832
Austria,AUT,2022-07-01,5256626
Austria,AUT,2022-07-08,5265714
Austria,AUT,2022-07-15,5274673
Austria,AUT,2022-07-22,5282247
Austria,AUT,2022-07-29,5289267
Austria,AUT,2022-08-05,5294820
Austria,AUT,2022-08-12,5300107
Austria,AUT,2022-08-19,5305594
Austria,AUT,2022-08-26,5312492
Austria,AUT,2022-09-02,5321114
Austria,AUT,2022-09-09,5329440
Austria,AUT,2022-09-16,5335372
Austria,AUT,2022-09-23,5340576
Austria,AUT,2022-09-30,5346801
Austria,AUT,2022-10-07,5353940
Austria,AUT,2022-10-14,5361690
Austria,AUT,2022-10-21,5368881
Austria,AUT,2022-10-28,5373467
Austria,AUT,2022-11-04,5377364
Austria,AUT,2022-11-11,5381739
Austria,AUT,2022-11-18,5385751
Austria,AUT,2022-11-25,5389074
Austria,AUT,2022-12-02,5392183
Austria,AUT,2022-12-09,5394476
Austria,AUT,2022-12-16,5396896
Austria,AUT,2022-12-23,5398093
Austria,AUT,2022-12-30,5398800
Austria,AUT,2023-01-06,5399792
Austria,AUT,2023-01-13,5400846
Austria,AUT,2023-01-20,5401639
Austria,AUT,2023-01-27,5402265
Austria,AUT,2023-02-03,5402772
Austria,AUT,2023-02-10,5403154
Austria,AUT,2023-02-17,5403513
Austria,AUT,2023-02-24,5403783
Austria,AUT,2023-03-03,5404077
Austria,AUT,2023-03-10,5404340
Austria,AUT,2023-03-17,5404578
Austria,AUT,2023-03-24,5404761
Austria,AUT,2023-03-31,5404937
Austria,AUT,2023-04-07,5405034
Austria,AUT,2023-04-14,5405140
Austria,AUT,2023-04-21,5405256
Austria,AUT,2023-04-28,5405401
Austria,AUT,2023-05-05,5405495
Austria,AUT,2023-05-12,5405585
Austria,AUT,2023-05-19,5405644
Austria,AUT,2023-05-26,5405717
Austria,AUT,2023-06-02,5405773
Austria,AUT,2023-06-09,5405827
Austria,AUT,2023-06-16,5405875
Austria,AUT,2023-06-23,5405917
Austria,AUT,2023-06-30,5405966
Azerbaijan,AZE,2021-11-08,485126
Azerbaijan,AZE,2021-11-09,490878
Azerbaijan,AZE,2021-11-11,521493
Azerbaijan,AZE,2021-11-12,544963
Azerbaijan,AZE,2021-11-13,570598
Azerbaijan,AZE,2021-11-14,589459
Azerbaijan,AZE,2021-11-15,589538
Azerbaijan,AZE,2021-11-16,613208
Azerbaijan,AZE,2021-11-17,634416
Azerbaijan,AZE,2021-11-18,657536
Azerbaijan,AZE,2021-11-19,678821
Azerbaijan,AZE,2021-11-20,700569
Azerbaijan,AZE,2021-11-21,716991
Azerbaijan,AZE,2021-11-22,717039
Azerbaijan,AZE,2021-11-23,740961
Azerbaijan,AZE,2021-11-24,764782
Azerbaijan,AZE,2021-11-25,787910
Azerbaijan,AZE,2021-11-26,809845
Azerbaijan,AZE,2021-11-27,833399
Azerbaijan,AZE,2021-11-28,852512
Azerbaijan,AZE,2021-11-29,852729
Azerbaijan,AZE,2021-11-30,881345
Azerbaijan,AZE,2021-12-01,911353
Azerbaijan,AZE,2021-12-02,938767
Azerbaijan,AZE,2021-12-03,964613
Azerbaijan,AZE,2021-12-04,991210
Azerbaijan,AZE,2021-12-05,1011169
