Entity,Code,Day,total_distributed
Alabama,,2021-01-12,377025
Alabama,,2021-01-13,378975
Alabama,,2021-01-14,435350
Alabama,,2021-01-15,444650
Alabama,,2021-01-19,444650
Alabama,,2021-01-20,483275
Alabama,,2021-01-21,493125
Alabama,,2021-01-22,519525
Alabama,,2021-01-23,521225
Alabama,,2021-01-24,521225
Alabama,,2021-01-25,521225
Alabama,,2021-01-26,569000
Alabama,,2021-01-27,634000
Alabama,,2021-01-28,655275
Alabama,,2021-01-29,659400
Alabama,,2021-01-30,659400
Alabama,,2021-01-31,659400
Alabama,,2021-02-01,659400
Alabama,,2021-02-02,680550
Alabama,,2021-02-03,765150
Alabama,,2021-02-04,799675
Alabama,,2021-02-05,799875
Alabama,,2021-02-06,804100
Alabama,,2021-02-07,804100
Alabama,,2021-02-08,804100
Alabama,,2021-02-09,823600
Alabama,,2021-02-10,861175
Alabama,,2021-02-11,911875
Alabama,,2021-02-12,936200
Alabama,,2021-02-13,963600
Alabama,,2021-02-14,965550
Alabama,,2021-02-16,1015775
Alabama,,2021-02-17,1032175
Alabama,,2021-02-18,1032175
Alabama,,2021-02-19,1077600
Alabama,,2021-02-20,1078800
Alabama,,2021-02-21,1082100
Alabama,,2021-02-22,1082100
Alabama,,2021-02-23,1084440
Alabama,,2021-02-24,1138650
Alabama,,2021-02-25,1170120
Alabama,,2021-02-26,1380380
Alabama,,2021-02-27,1402180
Alabama,,2021-02-28,1402280
Alabama,,2021-03-01,1402280
Alabama,,2021-03-02,1461320
Alabama,,2021-03-03,1469100
Alabama,,2021-03-04,1530470
Alabama,,2021-03-05,1556460
Alabama,,2021-03-06,1628350
Alabama,,2021-03-07,1628350
Alabama,,2021-03-08,1628350
Alabama,,2021-03-09,1689050
Alabama,,2021-03-10,1775660
Alabama,,2021-03-11,1816230
Alabama,,2021-03-12,1838400
Alabama,,2021-03-13,1918560
Alabama,,2021-03-14,1918560
Alabama,,2021-03-15,1918560
Alabama,,2021-03-16,2004160
Alabama,,2021-03-17,2080870
Alabama,,2021-03-18,2118650
Alabama,,2021-03-19,2141210
Alabama,,2021-03-20,2177880
Alabama,,2021-03-21,2177880
Alabama,,2021-03-22,2177880
Alabama,,2021-03-23,2275030
Alabama,,2021-03-24,2403720
Alabama,,2021-03-25,2459980
Alabama,,2021-03-26,2497410
Alabama,,2021-03-27,2535880
Alabama,,2021-03-28,2537050
Alabama,,2021-03-29,2537050
Alabama,,2021-03-30,2722700
Alabama,,2021-03-31,2796630
Alabama,,2021-04-01,2839540
Alabama,,2021-04-02,2872410
Alabama,,2021-04-03,2891780
Alabama,,2021-04-04,2892950
Alabama,,2021-04-05,2892950
Alabama,,2021-04-06,3106870
Alabama,,2021-04-07,3149910
Alabama,,2021-04-08,3170520
Alabama,,2021-04-09,3248260
Alabama,,2021-04-10,3278980
Alabama,,2021-04-11,3278980
Alabama,,2021-04-12,3278980
Alabama,,2021-04-13,3358930
Alabama,,2021-04-14,3493380
Alabama,,2021-04-15,3516420
Alabama,,2021-04-16,3531670
Alabama,,2021-04-17,3664640
Alabama,,2021-04-18,3664740
Alabama,,2021-04-19,3664740
Alabama,,2021-04-20,3761730
Alabama,,2021-04-21,3796070
Alabama,,2021-04-22,3825010
Alabama,,2021-04-23,3898820
Alabama,,2021-04-24,3960530
Alabama,,2021-04-25,3960530
Alabama,,2021-04-26,3960530
Alabama,,2021-04-27,4009430
Alabama,,2021-04-28,4033570
Alabama,,2021-04-29,4042070
Alabama,,2021-04-30,4088030
Alabama,,2021-05-01,4130550
Alabama,,2021-05-02,4130550
Alabama,,2021-05-03,4130550
Alabama,,2021-05-04,4145390
Alabama,,2021-05-05,4187860
Alabama,,2021-05-06,4225140
Alabama,,2021-05-07,4241420
Alabama,,2021-05-08,4277330
Alabama,,2021-05-09,4277330
Alabama,,2021-05-10,4277330
Alabama,,2021-05-11,4295160
Alabama,,2021-05-12,4311320
Alabama,,2021-05-13,4322400
Alabama,,2021-05-14,4348790
Alabama,,2021-05-15,4373130
Alabama,,2021-05-16,4373130
Alabama,,2021-05-17,4373130
Alabama,,2021-05-18,4389040
Alabama,,2021-05-19,4393980
Alabama,,2021-05-20,4415280
Alabama,,2021-05-21,4449370
Alabama,,2021-05-22,4476640
Alabama,,2021-05-23,4476640
Alabama,,2021-05-24,4476640
Alabama,,2021-05-25,4484660
Alabama,,2021-05-26,4501400
Alabama,,2021-05-27,4520480
Alabama,,2021-05-28,4523700
Alabama,,2021-05-29,4578590
Alabama,,2021-05-30,4578590
Alabama,,2021-06-01,4578590
Alabama,,2021-06-02,4583270
Alabama,,2021-06-03,4597950
Alabama,,2021-06-04,4606930
Alabama,,2021-06-05,4637330
Alabama,,2021-06-06,4637330
Alabama,,2021-06-07,4637330
Alabama,,2021-06-08,4646130
Alabama,,2021-06-09,4646550
Alabama,,2021-06-10,4648150
Alabama,,2021-06-11,4658570
Alabama,,2021-06-12,4678220
Alabama,,2021-06-13,4678220
Alabama,,2021-06-14,4678220
Alabama,,2021-06-15,4686280
Alabama,,2021-06-16,4692070
Alabama,,2021-06-17,4726010
Alabama,,2021-06-18,4734100
Alabama,,2021-06-19,4758560
Alabama,,2021-06-20,4758560
Alabama,,2021-06-21,4758560
Alabama,,2021-06-22,4759120
Alabama,,2021-06-23,4767580
Alabama,,2021-06-24,4769800
Alabama,,2021-06-25,4783230
Alabama,,2021-06-26,4801760
Alabama,,2021-06-27,4801760
Alabama,,2021-06-28,4801760
Alabama,,2021-06-29,4810050
Alabama,,2021-06-30,4813050
Alabama,,2021-07-01,4825450
Alabama,,2021-07-02,4836250
Alabama,,2021-07-03,4845190
Alabama,,2021-07-04,4845190
Alabama,,2021-07-06,4845190
Alabama,,2021-07-07,4845190
Alabama,,2021-07-08,4866130
Alabama,,2021-07-09,4872940
Alabama,,2021-07-10,4884130
Alabama,,2021-07-11,4884130
Alabama,,2021-07-12,4884130
Alabama,,2021-07-13,4885650
Alabama,,2021-07-14,4893240
Alabama,,2021-07-15,4895780
Alabama,,2021-07-16,4904730
Alabama,,2021-07-17,4912720
Alabama,,2021-07-18,4912720
Alabama,,2021-07-19,4919470
Alabama,,2021-07-20,4928670
Alabama,,2021-07-21,4935470
Alabama,,2021-07-22,4945380
Alabama,,2021-07-23,4979270
Alabama,,2021-07-24,5001210
Alabama,,2021-07-25,5001210
Alabama,,2021-07-26,5001210
Alabama,,2021-07-27,5015500
Alabama,,2021-07-28,5031270
Alabama,,2021-07-29,5050560
Alabama,,2021-07-30,5092510
Alabama,,2021-07-31,5159890
Alabama,,2021-08-01,5159890
Alabama,,2021-08-02,5159890
Alabama,,2021-08-03,5167970
Alabama,,2021-08-04,5201860
Alabama,,2021-08-05,5220840
Alabama,,2021-08-06,5262690
Alabama,,2021-08-07,5330000
Alabama,,2021-08-08,5330000
Alabama,,2021-08-09,5330000
Alabama,,2021-08-10,5358370
Alabama,,2021-08-11,5389260
Alabama,,2021-08-12,5418340
Alabama,,2021-08-13,5539910
Alabama,,2021-08-14,5554810
Alabama,,2021-08-15,5554810
Alabama,,2021-08-16,5554810
Alabama,,2021-08-17,5581220
Alabama,,2021-08-18,5631430
Alabama,,2021-08-19,5688310
Alabama,,2021-08-20,5789070
Alabama,,2021-08-21,5863360
Alabama,,2021-08-22,5863220
Alabama,,2021-08-23,5863220
Alabama,,2021-08-24,5863220
Alabama,,2021-08-25,5889060
Alabama,,2021-08-26,5962240
Alabama,,2021-08-27,6045390
Alabama,,2021-08-28,6085890
Alabama,,2021-08-29,6102830
Alabama,,2021-08-30,6102130
Alabama,,2021-08-31,6127400
Alabama,,2021-09-01,6151970
Alabama,,2021-09-02,6218000
Alabama,,2021-09-03,6259550
Alabama,,2021-09-04,6294440
Alabama,,2021-09-07,6294340
Alabama,,2021-09-08,6299020
Alabama,,2021-09-09,6337120
Alabama,,2021-09-10,6388850
Alabama,,2021-09-11,6427570
Alabama,,2021-09-12,6427570
Alabama,,2021-09-14,6447940
Alabama,,2021-09-15,6485880
Alabama,,2021-09-16,6503890
Alabama,,2021-09-17,6525240
Alabama,,2021-09-18,6545280
Alabama,,2021-09-19,6545280
Alabama,,2021-09-20,6545280
Alabama,,2021-09-21,6547850
Alabama,,2021-09-22,6561280
Alabama,,2021-09-23,6589940
Alabama,,2021-09-24,6601120
Alabama,,2021-09-25,6639550
Alabama,,2021-09-26,6639550
Alabama,,2021-09-27,6639550
Alabama,,2021-09-28,6646890
Alabama,,2021-09-29,6670090
Alabama,,2021-09-30,6665330
Alabama,,2021-10-01,6709370
Alabama,,2021-10-02,6738280
Alabama,,2021-10-03,6736650
Alabama,,2021-10-04,6736230
Alabama,,2021-10-05,6742810
Alabama,,2021-10-06,6757960
Alabama,,2021-10-07,6781040
Alabama,,2021-10-08,6829510
Alabama,,2021-10-09,6858210
Alabama,,2021-10-12,6864150
Alabama,,2021-10-13,6884990
Alabama,,2021-10-14,6900590
Alabama,,2021-10-15,6916550
Alabama,,2021-10-16,6945360
Alabama,,2021-10-17,6937340
Alabama,,2021-10-18,6936920
Alabama,,2021-10-19,6946650
Alabama,,2021-10-20,6981680
Alabama,,2021-10-21,6999770
Alabama,,2021-10-22,7045270
Alabama,,2021-10-23,7062480
Alabama,,2021-10-24,7061780
Alabama,,2021-10-25,7058840
Alabama,,2021-10-26,7069650
Alabama,,2021-10-27,7123260
Alabama,,2021-10-28,7163060
Alabama,,2021-10-29,7220460
Alabama,,2021-10-30,7264740
Alabama,,2021-10-31,7266450
Alabama,,2021-11-01,7263250
Alabama,,2021-11-02,7302580
Alabama,,2021-11-03,7316580
Alabama,,2021-11-04,7354360
Alabama,,2021-11-05,7401100
Alabama,,2021-11-06,7407740
Alabama,,2021-11-07,7423960
Alabama,,2021-11-08,7423960
Alabama,,2021-11-09,7456320
Alabama,,2021-11-10,7504060
Alabama,,2021-11-12,7664290
Alabama,,2021-11-13,7683490
Alabama,,2021-11-14,7680930
Alabama,,2021-11-15,7679330
Alabama,,2021-11-16,7696280
Alabama,,2021-11-17,7723600
Alabama,,2021-11-18,7750770
Alabama,,2021-11-19,7781660
Alabama,,2021-11-20,7825960
Alabama,,2021-11-21,7822360
Alabama,,2021-11-22,7818860
Alabama,,2021-11-23,7827970
Alabama,,2021-11-24,7847520
Alabama,,2021-11-29,7802940
Alabama,,2021-11-30,7834540
Alabama,,2021-12-01,7870000
Alabama,,2021-12-02,7880350
Alabama,,2021-12-03,7902810
Alabama,,2021-12-04,7895690
Alabama,,2021-12-05,7868950
Alabama,,2021-12-06,7866010
Alabama,,2021-12-07,7894870
Alabama,,2021-12-08,7929510
Alabama,,2021-12-09,7935800
Alabama,,2021-12-10,7950160
Alabama,,2021-12-11,7997400
Alabama,,2021-12-12,7999700
Alabama,,2021-12-13,7999700
Alabama,,2021-12-14,8020150
Alabama,,2021-12-15,8050350
Alabama,,2021-12-16,8069670
Alabama,,2021-12-17,8120290
Alabama,,2021-12-18,8039060
Alabama,,2021-12-19,8008500
Alabama,,2021-12-20,7977980
Alabama,,2021-12-21,7985890
Alabama,,2021-12-22,8016810
Alabama,,2021-12-23,8046130
Alabama,,2021-12-27,7994150
Alabama,,2021-12-28,7994010
Alabama,,2021-12-29,8039790
Alabama,,2021-12-30,8051430
Alabama,,2022-01-04,8027420
Alabama,,2022-01-05,8071240
Alabama,,2022-01-06,8391130
Alabama,,2022-01-07,8391130
Alabama,,2022-01-08,8498480
Alabama,,2022-01-09,8499980
Alabama,,2022-01-10,8499580
Alabama,,2022-01-11,8582180
Alabama,,2022-01-12,8622020
Alabama,,2022-01-13,8642820
Alabama,,2022-01-14,8667990
Alabama,,2022-01-15,8707560
Alabama,,2022-01-18,8710160
Alabama,,2022-01-19,8727360
Alabama,,2022-01-20,8736560
Alabama,,2022-01-21,8764630
Alabama,,2022-01-22,8795830
Alabama,,2022-01-23,8798430
Alabama,,2022-01-24,8798530
Alabama,,2022-01-25,8824030
Alabama,,2022-01-26,8840730
Alabama,,2022-01-27,8855430
Alabama,,2022-01-28,8874230
Alabama,,2022-01-29,8897300
Alabama,,2022-01-30,8897300
Alabama,,2022-01-31,8897300
Alabama,,2022-02-01,8903600
Alabama,,2022-02-02,8913200
Alabama,,2022-02-03,8924900
Alabama,,2022-02-04,8927700
Alabama,,2022-02-05,8932500
Alabama,,2022-02-06,8934700
Alabama,,2022-02-07,8934700
Alabama,,2022-02-08,8941300
Alabama,,2022-02-09,8976400
Alabama,,2022-02-10,8989300
Alabama,,2022-02-11,9003600
Alabama,,2022-02-12,9013500
Alabama,,2022-02-13,9013800
Alabama,,2022-02-14,9013800
Alabama,,2022-02-15,9017400
Alabama,,2022-02-16,9023700
Alabama,,2022-02-17,9180640
Alabama,,2022-02-18,9197040
Alabama,,2022-02-19,9207240
Alabama,,2022-02-22,9212140
Alabama,,2022-02-23,9223840
Alabama,,2022-02-24,9229440
Alabama,,2022-02-25,9245840
Alabama,,2022-02-26,9252240
Alabama,,2022-02-28,9253940
Alabama,,2022-03-01,9254240
Alabama,,2022-03-02,9265240
Alabama,,2022-03-03,9271440
Alabama,,2022-03-04,9290440
Alabama,,2022-03-05,9297840
Alabama,,2022-03-06,9297840
Alabama,,2022-03-07,9297840
Alabama,,2022-03-08,9302640
Alabama,,2022-03-09,9308040
Alabama,,2022-03-10,9315840
Alabama,,2022-03-11,9328540
Alabama,,2022-03-12,9328540
Alabama,,2022-03-13,9328540
Alabama,,2022-03-14,9335540
Alabama,,2022-03-15,9337440
Alabama,,2022-03-16,9344040
Alabama,,2022-03-17,9349340
Alabama,,2022-03-18,9355140
Alabama,,2022-03-19,9355140
Alabama,,2022-03-20,9355140
Alabama,,2022-03-21,9355140
Alabama,,2022-03-22,9355140
Alabama,,2022-03-23,9368940
Alabama,,2022-03-24,9377040
Alabama,,2022-03-25,9388840
Alabama,,2022-03-26,9396740
Alabama,,2022-03-27,9396740
Alabama,,2022-03-28,9396740
Alabama,,2022-03-29,9400540
Alabama,,2022-03-30,9408940
Alabama,,2022-03-31,9416240
Alabama,,2022-04-01,9416240
Alabama,,2022-04-02,9441440
Alabama,,2022-04-03,9441740
Alabama,,2022-04-04,9441740
Alabama,,2022-04-05,9455740
Alabama,,2022-04-06,9470540
Alabama,,2022-04-07,9485140
Alabama,,2022-04-08,9505640
Alabama,,2022-04-09,9505640
Alabama,,2022-04-10,9526040
Alabama,,2022-04-11,9526040
Alabama,,2022-04-12,9530740
Alabama,,2022-04-13,9539540
Alabama,,2022-04-14,9550940
Alabama,,2022-04-15,9566240
Alabama,,2022-04-17,9582540
Alabama,,2022-04-18,9582540
Alabama,,2022-04-19,9584440
Alabama,,2022-04-20,9605440
Alabama,,2022-04-21,9617540
Alabama,,2022-04-23,9645340
Alabama,,2022-04-24,9645340
Alabama,,2022-04-25,9646540
Alabama,,2022-04-26,9653140
Alabama,,2022-04-27,9661540
Alabama,,2022-04-29,9691340
Alabama,,2022-04-30,9700140
Alabama,,2022-05-01,9700140
Alabama,,2022-05-02,9700140
Alabama,,2022-05-03,9706540
Alabama,,2022-05-04,9713640
Alabama,,2022-05-05,9719840
Alabama,,2022-05-06,9733340
Alabama,,2022-05-07,9740540
Alabama,,2022-05-08,9741240
Alabama,,2022-05-09,9741240
Alabama,,2022-05-10,9746940
Alabama,,2022-05-12,9771940
Alabama,,2022-05-13,9785840
Alabama,,2022-05-14,9795840
Alabama,,2022-05-15,9795840
Alabama,,2022-05-16,9798840
Alabama,,2022-05-17,9802940
Alabama,,2022-05-18,9808740
Alabama,,2022-05-19,9818740
Alabama,,2022-05-20,9837240
Alabama,,2022-05-21,9848640
Alabama,,2022-05-22,9849240
Alabama,,2022-05-23,9849240
Alabama,,2022-05-24,9859540
Alabama,,2022-05-25,9867440
Alabama,,2022-05-26,9886440
Alabama,,2022-05-27,9905440
Alabama,,2022-05-31,9918340
Alabama,,2022-06-01,9920240
Alabama,,2022-06-02,9932040
Alabama,,2022-06-03,9940140
Alabama,,2022-06-04,9952640
Alabama,,2022-06-05,9952640
Alabama,,2022-06-06,9952640
Alabama,,2022-06-07,9955340
Alabama,,2022-06-08,9968540
Alabama,,2022-06-09,9986140
Alabama,,2022-06-10,9999740
Alabama,,2022-06-11,10012240
Alabama,,2022-06-12,10012240
Alabama,,2022-06-13,10012240
Alabama,,2022-06-14,10017140
Alabama,,2022-06-15,10027340
Alabama,,2022-06-16,10035640
Alabama,,2022-06-29,10166340
Alabama,,2022-07-06,10227840
Alabama,,2022-07-13,10299140
Alabama,,2022-07-20,10351240
Alabama,,2022-07-27,10425540
Alabama,,2022-08-03,10488440
Alabama,,2022-08-10,10551040
Alabama,,2022-08-17,10590840
Alabama,,2022-08-24,10627440
Alabama,,2022-08-31,10662440
Alabama,,2022-09-07,10759340
Alabama,,2022-09-14,10941640
Alabama,,2022-09-21,11031240
Alabama,,2022-09-28,11131340
Alabama,,2022-10-05,11209840
Alabama,,2022-10-12,11279040
Alabama,,2022-10-19,11384240
Alabama,,2022-10-26,11439740
Alabama,,2022-11-02,11535580
Alabama,,2022-11-09,11582040
Alabama,,2022-11-16,11652440
Alabama,,2022-11-23,11720840
Alabama,,2022-11-30,11756440
Alabama,,2022-12-07,11790000
Alabama,,2022-12-14,11836660
Alabama,,2022-12-21,11884870
Alabama,,2022-12-28,11897230
Alabama,,2023-01-04,11918030
Alabama,,2023-01-11,11980900
Alabama,,2023-01-18,12007660
Alabama,,2023-01-25,12043100
Alabama,,2023-02-01,12069210
Alabama,,2023-02-08,12099240
Alabama,,2023-02-15,12126780
Alabama,,2023-02-22,12147150
Alabama,,2023-03-01,12169370
Alabama,,2023-03-08,12189540
Alabama,,2023-03-15,12208705
Alabama,,2023-03-22,12225435
Alabama,,2023-03-29,12240315
Alabama,,2023-04-05,12259995
Alabama,,2023-04-12,12280595
Alabama,,2023-04-19,12296740
Alabama,,2023-04-26,12305740
Alabama,,2023-05-03,12322100
Alabama,,2023-05-10,12349530
Alaska,,2021-01-12,141600
Alaska,,2021-01-13,149475
Alaska,,2021-01-14,150450
Alaska,,2021-01-15,150450
Alaska,,2021-01-19,150450
Alaska,,2021-01-20,150350
Alaska,,2021-01-21,154325
Alaska,,2021-01-22,155500
Alaska,,2021-01-23,155700
Alaska,,2021-01-24,155700
Alaska,,2021-01-25,155700
Alaska,,2021-01-26,162925
Alaska,,2021-01-27,170575
Alaska,,2021-01-28,178075
Alaska,,2021-01-29,192350
Alaska,,2021-01-30,193150
Alaska,,2021-01-31,193150
Alaska,,2021-02-01,193150
Alaska,,2021-02-02,196975
Alaska,,2021-02-03,229975
Alaska,,2021-02-04,240325
Alaska,,2021-02-05,245700
Alaska,,2021-02-06,248500
Alaska,,2021-02-07,248500
Alaska,,2021-02-08,248500
Alaska,,2021-02-09,256900
Alaska,,2021-02-10,260300
Alaska,,2021-02-11,270250
Alaska,,2021-02-12,271350
Alaska,,2021-02-13,271550
Alaska,,2021-02-14,271550
Alaska,,2021-02-16,271550
Alaska,,2021-02-17,271550
Alaska,,2021-02-18,271550
Alaska,,2021-02-19,299935
Alaska,,2021-02-20,299935
Alaska,,2021-02-21,299935
Alaska,,2021-02-22,299935
Alaska,,2021-02-23,304875
Alaska,,2021-02-24,315765
Alaska,,2021-02-25,319265
Alaska,,2021-02-26,332415
Alaska,,2021-02-27,342535
Alaska,,2021-02-28,342535
Alaska,,2021-03-01,342535
Alaska,,2021-03-02,372725
Alaska,,2021-03-03,399225
Alaska,,2021-03-04,409125
Alaska,,2021-03-05,421375
Alaska,,2021-03-06,426715
Alaska,,2021-03-07,426715
Alaska,,2021-03-08,426715
Alaska,,2021-03-09,430685
Alaska,,2021-03-10,445125
Alaska,,2021-03-11,462875
Alaska,,2021-03-12,470325
Alaska,,2021-03-13,472395
Alaska,,2021-03-14,472395
Alaska,,2021-03-15,472395
Alaska,,2021-03-16,484795
Alaska,,2021-03-17,499625
Alaska,,2021-03-18,509025
Alaska,,2021-03-19,514835
Alaska,,2021-03-20,520685
Alaska,,2021-03-21,520685
Alaska,,2021-03-22,520685
Alaska,,2021-03-23,529765
Alaska,,2021-03-24,540815
Alaska,,2021-03-25,549315
Alaska,,2021-03-26,568125
Alaska,,2021-03-27,570465
Alaska,,2021-03-28,570465
Alaska,,2021-03-29,570465
Alaska,,2021-03-30,572905
Alaska,,2021-03-31,601225
Alaska,,2021-04-01,615825
Alaska,,2021-04-02,629315
Alaska,,2021-04-03,636665
Alaska,,2021-04-04,636665
Alaska,,2021-04-05,636665
Alaska,,2021-04-06,658125
Alaska,,2021-04-07,684095
Alaska,,2021-04-08,692995
Alaska,,2021-04-09,703015
Alaska,,2021-04-10,706185
Alaska,,2021-04-11,706185
Alaska,,2021-04-12,706185
Alaska,,2021-04-13,717325
Alaska,,2021-04-14,722835
Alaska,,2021-04-15,729305
Alaska,,2021-04-16,735675
Alaska,,2021-04-17,746705
Alaska,,2021-04-18,746705
Alaska,,2021-04-19,746705
Alaska,,2021-04-20,746805
Alaska,,2021-04-21,749605
Alaska,,2021-04-22,751205
Alaska,,2021-04-23,756585
Alaska,,2021-04-24,759125
Alaska,,2021-04-25,759125
Alaska,,2021-04-26,759125
Alaska,,2021-04-27,760525
Alaska,,2021-04-28,765635
Alaska,,2021-04-29,768205
Alaska,,2021-04-30,769205
Alaska,,2021-05-01,769205
Alaska,,2021-05-02,769205
Alaska,,2021-05-03,769205
Alaska,,2021-05-04,772405
Alaska,,2021-05-05,774305
Alaska,,2021-05-06,776005
Alaska,,2021-05-07,777445
Alaska,,2021-05-08,777945
Alaska,,2021-05-09,777945
Alaska,,2021-05-10,777945
Alaska,,2021-05-11,781245
Alaska,,2021-05-12,790295
Alaska,,2021-05-13,790995
Alaska,,2021-05-14,792055
Alaska,,2021-05-15,792755
Alaska,,2021-05-16,792755
Alaska,,2021-05-17,792755
Alaska,,2021-05-18,794195
Alaska,,2021-05-19,797805
Alaska,,2021-05-20,799005
Alaska,,2021-05-21,801405
Alaska,,2021-05-22,802575
Alaska,,2021-05-23,802575
Alaska,,2021-05-24,802575
Alaska,,2021-05-25,805355
Alaska,,2021-05-26,805355
Alaska,,2021-05-27,805955
Alaska,,2021-05-28,806055
Alaska,,2021-05-29,806335
Alaska,,2021-05-30,806335
Alaska,,2021-06-01,806335
Alaska,,2021-06-02,806335
Alaska,,2021-06-03,810945
Alaska,,2021-06-04,811285
Alaska,,2021-06-05,814795
Alaska,,2021-06-06,814795
Alaska,,2021-06-07,814795
Alaska,,2021-06-08,819105
Alaska,,2021-06-09,819205
Alaska,,2021-06-10,819205
Alaska,,2021-06-11,819725
Alaska,,2021-06-12,819965
Alaska,,2021-06-13,819965
Alaska,,2021-06-14,819965
Alaska,,2021-06-15,822445
Alaska,,2021-06-16,822845
Alaska,,2021-06-17,824965
Alaska,,2021-06-18,825625
Alaska,,2021-06-19,825625
Alaska,,2021-06-20,825625
Alaska,,2021-06-21,825625
Alaska,,2021-06-22,828205
Alaska,,2021-06-23,828205
Alaska,,2021-06-24,828745
Alaska,,2021-06-25,829405
Alaska,,2021-06-26,829405
Alaska,,2021-06-27,829405
Alaska,,2021-06-28,829405
Alaska,,2021-06-29,829845
Alaska,,2021-06-30,829945
Alaska,,2021-07-01,830245
Alaska,,2021-07-02,831665
Alaska,,2021-07-03,831665
Alaska,,2021-07-04,831665
Alaska,,2021-07-06,831665
Alaska,,2021-07-07,831665
Alaska,,2021-07-08,838615
Alaska,,2021-07-09,839115
Alaska,,2021-07-10,840265
Alaska,,2021-07-11,840265
Alaska,,2021-07-12,840265
Alaska,,2021-07-13,840365
Alaska,,2021-07-14,841265
Alaska,,2021-07-15,842105
Alaska,,2021-07-20,843085
Alaska,,2021-07-21,846475
Alaska,,2021-07-22,847575
Alaska,,2021-07-23,848165
Alaska,,2021-07-24,848165
Alaska,,2021-07-25,848165
Alaska,,2021-07-26,848165
Alaska,,2021-07-27,849465
Alaska,,2021-07-28,851265
Alaska,,2021-07-29,852605
Alaska,,2021-07-30,853805
Alaska,,2021-07-31,854805
Alaska,,2021-08-01,854805
Alaska,,2021-08-02,854805
Alaska,,2021-08-03,861995
Alaska,,2021-08-04,864075
Alaska,,2021-08-05,867055
Alaska,,2021-08-06,870395
Alaska,,2021-08-07,872195
Alaska,,2021-08-08,872195
Alaska,,2021-08-09,872195
Alaska,,2021-08-10,874135
Alaska,,2021-08-11,874135
Alaska,,2021-08-12,875815
Alaska,,2021-08-13,882535
Alaska,,2021-08-14,882535
Alaska,,2021-08-15,882985
Alaska,,2021-08-16,882985
Alaska,,2021-08-17,885235
Alaska,,2021-08-18,887705
Alaska,,2021-08-19,891155
Alaska,,2021-08-20,895475
Alaska,,2021-08-21,895645
Alaska,,2021-08-22,895645
Alaska,,2021-08-23,895645
Alaska,,2021-08-24,895645
Alaska,,2021-08-25,898425
Alaska,,2021-08-26,917465
Alaska,,2021-08-27,927345
Alaska,,2021-08-28,929945
Alaska,,2021-08-29,930085
Alaska,,2021-08-30,930085
Alaska,,2021-08-31,933585
Alaska,,2021-09-01,957905
Alaska,,2021-09-02,963195
Alaska,,2021-09-03,974085
Alaska,,2021-09-04,981175
Alaska,,2021-09-07,980975
Alaska,,2021-09-08,984485
Alaska,,2021-09-09,985855
Alaska,,2021-09-10,988195
Alaska,,2021-09-11,993155
Alaska,,2021-09-12,994325
Alaska,,2021-09-13,994325
Alaska,,2021-09-14,996695
Alaska,,2021-09-15,1006435
Alaska,,2021-09-16,1015365
Alaska,,2021-09-17,1024575
Alaska,,2021-09-18,1025415
Alaska,,2021-09-19,1025415
Alaska,,2021-09-20,1025415
Alaska,,2021-09-21,1025835
Alaska,,2021-09-22,1027135
Alaska,,2021-09-23,1032665
Alaska,,2021-09-24,1034565
Alaska,,2021-09-25,1043135
Alaska,,2021-09-26,1044305
Alaska,,2021-09-27,1044305
Alaska,,2021-09-28,1048375
Alaska,,2021-09-29,1055125
Alaska,,2021-09-30,1058945
Alaska,,2021-10-01,1062155
Alaska,,2021-10-02,1069475
Alaska,,2021-10-03,1075325
Alaska,,2021-10-04,1075325
Alaska,,2021-10-05,1077805
Alaska,,2021-10-06,1079085
Alaska,,2021-10-07,1083215
Alaska,,2021-10-08,1089275
Alaska,,2021-10-09,1093025
Alaska,,2021-10-12,1094005
Alaska,,2021-10-13,1095895
Alaska,,2021-10-14,1097095
Alaska,,2021-10-15,1108945
Alaska,,2021-10-16,1110405
Alaska,,2021-10-17,1109985
Alaska,,2021-10-18,1109985
Alaska,,2021-10-19,1111295
Alaska,,2021-10-20,1120305
Alaska,,2021-10-21,1125115
Alaska,,2021-10-22,1128425
Alaska,,2021-10-23,1131045
Alaska,,2021-10-24,1130625
Alaska,,2021-10-25,1130765
Alaska,,2021-10-26,1134615
Alaska,,2021-10-27,1135685
Alaska,,2021-10-28,1140925
Alaska,,2021-10-29,1153055
Alaska,,2021-10-30,1155265
Alaska,,2021-10-31,1155005
Alaska,,2021-11-01,1155005
Alaska,,2021-11-02,1182405
Alaska,,2021-11-03,1198225
Alaska,,2021-11-04,1205905
Alaska,,2021-11-05,1213025
Alaska,,2021-11-06,1212765
Alaska,,2021-11-07,1213565
Alaska,,2021-11-08,1213565
Alaska,,2021-11-09,1219685
Alaska,,2021-11-10,1226085
Alaska,,2021-11-12,1237545
Alaska,,2021-11-13,1240685
Alaska,,2021-11-14,1240245
Alaska,,2021-11-15,1240245
Alaska,,2021-11-16,1244055
Alaska,,2021-11-17,1247855
Alaska,,2021-11-18,1253955
Alaska,,2021-11-19,1254495
Alaska,,2021-11-20,1261415
Alaska,,2021-11-21,1261275
Alaska,,2021-11-22,1261275
Alaska,,2021-11-23,1265915
Alaska,,2021-11-24,1269725
Alaska,,2021-11-29,1269085
Alaska,,2021-11-30,1272385
Alaska,,2021-12-01,1275585
Alaska,,2021-12-02,1281415
