Entity,Code,Day,total_distributed
District of Columbia,,2021-12-28,1584915
District of Columbia,,2021-12-29,1600875
District of Columbia,,2021-12-30,1601505
District of Columbia,,2022-01-04,1602445
District of Columbia,,2022-01-05,1611055
District of Columbia,,2022-01-06,1633325
District of Columbia,,2022-01-07,1633325
District of Columbia,,2022-01-08,1651115
District of Columbia,,2022-01-09,1651115
District of Columbia,,2022-01-10,1651315
District of Columbia,,2022-01-11,1655515
District of Columbia,,2022-01-12,1662315
District of Columbia,,2022-01-13,1672815
District of Columbia,,2022-01-14,1679585
District of Columbia,,2022-01-15,1682085
District of Columbia,,2022-01-18,1684885
District of Columbia,,2022-01-19,1690885
District of Columbia,,2022-01-20,1693185
District of Columbia,,2022-01-21,1694885
District of Columbia,,2022-01-22,1700385
District of Columbia,,2022-01-23,1700585
District of Columbia,,2022-01-24,1700585
District of Columbia,,2022-01-25,1702685
District of Columbia,,2022-01-26,1704685
District of Columbia,,2022-01-27,1706285
District of Columbia,,2022-01-28,1708385
District of Columbia,,2022-01-29,1710585
District of Columbia,,2022-01-30,1710585
District of Columbia,,2022-01-31,1710585
District of Columbia,,2022-02-01,1713585
District of Columbia,,2022-02-02,1717785
District of Columbia,,2022-02-03,1721485
District of Columbia,,2022-02-04,1723085
District of Columbia,,2022-02-05,1723085
District of Columbia,,2022-02-06,1723085
District of Columbia,,2022-02-07,1723185
District of Columbia,,2022-02-08,1724385
District of Columbia,,2022-02-09,1732885
District of Columbia,,2022-02-10,1734885
District of Columbia,,2022-02-11,1736585
District of Columbia,,2022-02-12,1738085
District of Columbia,,2022-02-13,1740685
District of Columbia,,2022-02-14,1740685
District of Columbia,,2022-02-15,1740785
District of Columbia,,2022-02-16,1744145
District of Columbia,,2022-02-17,1756305
District of Columbia,,2022-02-18,1760405
District of Columbia,,2022-02-19,1762305
District of Columbia,,2022-02-22,1764305
District of Columbia,,2022-02-23,1769905
District of Columbia,,2022-02-24,1771405
District of Columbia,,2022-02-25,1780205
District of Columbia,,2022-02-26,1780205
District of Columbia,,2022-02-28,1781505
District of Columbia,,2022-03-01,1781505
District of Columbia,,2022-03-02,1783205
District of Columbia,,2022-03-03,1786005
District of Columbia,,2022-03-04,1786905
District of Columbia,,2022-03-05,1787405
District of Columbia,,2022-03-06,1787405
District of Columbia,,2022-03-07,1787405
District of Columbia,,2022-03-08,1788105
District of Columbia,,2022-03-09,1789305
District of Columbia,,2022-03-10,1791305
District of Columbia,,2022-03-11,1793005
District of Columbia,,2022-03-12,1793005
District of Columbia,,2022-03-13,1793005
District of Columbia,,2022-03-14,1794105
District of Columbia,,2022-03-15,1794605
District of Columbia,,2022-03-16,1796405
District of Columbia,,2022-03-17,1797905
District of Columbia,,2022-03-18,1799005
District of Columbia,,2022-03-19,1799005
District of Columbia,,2022-03-20,1799005
District of Columbia,,2022-03-21,1799005
District of Columbia,,2022-03-22,1799005
District of Columbia,,2022-03-23,1800705
District of Columbia,,2022-03-24,1802605
District of Columbia,,2022-03-25,1803805
District of Columbia,,2022-03-26,1806005
District of Columbia,,2022-03-27,1806005
District of Columbia,,2022-03-28,1806005
District of Columbia,,2022-03-29,1806605
District of Columbia,,2022-03-30,1809705
District of Columbia,,2022-03-31,1812505
District of Columbia,,2022-04-01,1812505
District of Columbia,,2022-04-02,1816705
District of Columbia,,2022-04-03,1816705
District of Columbia,,2022-04-04,1816705
District of Columbia,,2022-04-05,1818905
District of Columbia,,2022-04-06,1824505
District of Columbia,,2022-04-07,1829005
District of Columbia,,2022-04-08,1834005
District of Columbia,,2022-04-09,1834005
District of Columbia,,2022-04-10,1838005
District of Columbia,,2022-04-11,1838005
District of Columbia,,2022-04-12,1841105
District of Columbia,,2022-04-13,1846905
District of Columbia,,2022-04-15,1854005
District of Columbia,,2022-04-17,1857705
District of Columbia,,2022-04-18,1857705
District of Columbia,,2022-04-19,1858905
District of Columbia,,2022-04-20,1862705
District of Columbia,,2022-04-21,1867505
District of Columbia,,2022-04-23,1873105
District of Columbia,,2022-04-24,1873105
District of Columbia,,2022-04-25,1873105
District of Columbia,,2022-04-26,1874505
District of Columbia,,2022-04-27,1875105
District of Columbia,,2022-04-29,1881605
District of Columbia,,2022-04-30,1883205
District of Columbia,,2022-05-01,1883205
District of Columbia,,2022-06-09,1971405
District of Columbia,,2022-06-10,1973505
District of Columbia,,2022-06-11,1975005
District of Columbia,,2022-06-12,1975005
District of Columbia,,2022-06-13,1975005
District of Columbia,,2022-06-14,1975905
District of Columbia,,2022-06-15,1978005
District of Columbia,,2022-06-16,1984805
District of Columbia,,2022-06-29,2029005
District of Columbia,,2022-07-06,2041505
District of Columbia,,2022-07-13,2059105
District of Columbia,,2022-07-20,2076105
District of Columbia,,2022-07-27,2089805
District of Columbia,,2022-08-03,2100305
District of Columbia,,2022-08-10,2113905
District of Columbia,,2022-08-17,2125905
District of Columbia,,2022-08-24,2134805
District of Columbia,,2022-08-31,2148505
District of Columbia,,2022-09-07,2175205
District of Columbia,,2022-09-14,2228705
District of Columbia,,2022-09-21,2273605
District of Columbia,,2022-09-28,2312405
District of Columbia,,2022-10-05,2357005
District of Columbia,,2022-10-12,2394405
District of Columbia,,2022-10-19,2429105
District of Columbia,,2022-10-26,2455805
District of Columbia,,2022-11-02,2616415
District of Columbia,,2022-11-09,2493105
District of Columbia,,2022-11-16,2518205
District of Columbia,,2022-11-23,2538205
District of Columbia,,2022-11-30,2544405
District of Columbia,,2022-12-07,2562855
District of Columbia,,2022-12-14,2583475
District of Columbia,,2022-12-21,2602255
District of Columbia,,2022-12-28,2617105
District of Columbia,,2023-01-04,2627365
District of Columbia,,2023-01-11,2641475
District of Columbia,,2023-01-18,2650295
District of Columbia,,2023-01-25,2661495
District of Columbia,,2023-02-01,2666975
District of Columbia,,2023-02-08,2675145
District of Columbia,,2023-02-15,2683615
District of Columbia,,2023-02-22,2690335
District of Columbia,,2023-03-01,2696165
District of Columbia,,2023-03-08,2709345
District of Columbia,,2023-03-15,2716395
District of Columbia,,2023-03-22,2720005
District of Columbia,,2023-03-29,2723355
District of Columbia,,2023-04-05,2727765
District of Columbia,,2023-04-12,2734025
District of Columbia,,2023-04-19,2740425
District of Columbia,,2023-04-26,2742985
District of Columbia,,2023-05-03,2750955
District of Columbia,,2023-05-10,2761525
Federated States of Micronesia,,2021-01-12,9800
Federated States of Micronesia,,2021-01-13,9800
Federated States of Micronesia,,2021-01-14,9800
Federated States of Micronesia,,2021-01-15,9800
Federated States of Micronesia,,2021-01-19,9800
Federated States of Micronesia,,2021-01-20,9800
Federated States of Micronesia,,2021-01-21,9800
Federated States of Micronesia,,2021-01-22,9800
Federated States of Micronesia,,2021-01-23,13600
Federated States of Micronesia,,2021-01-24,13600
Federated States of Micronesia,,2021-01-25,19400
Federated States of Micronesia,,2021-01-26,19400
Federated States of Micronesia,,2021-01-27,19400
Federated States of Micronesia,,2021-01-28,19400
Federated States of Micronesia,,2021-01-29,19400
Federated States of Micronesia,,2021-01-30,19400
Federated States of Micronesia,,2021-01-31,19400
Federated States of Micronesia,,2021-02-01,19400
Federated States of Micronesia,,2021-02-02,19400
Federated States of Micronesia,,2021-02-03,19400
Federated States of Micronesia,,2021-02-04,21900
Federated States of Micronesia,,2021-02-05,21900
Federated States of Micronesia,,2021-02-06,21900
Federated States of Micronesia,,2021-02-07,21900
Federated States of Micronesia,,2021-02-08,21900
Federated States of Micronesia,,2021-02-09,30000
Federated States of Micronesia,,2021-02-10,30000
Federated States of Micronesia,,2021-02-11,30000
Federated States of Micronesia,,2021-02-12,30000
Federated States of Micronesia,,2021-02-13,30000
Federated States of Micronesia,,2021-02-14,30000
Federated States of Micronesia,,2021-02-16,30000
Federated States of Micronesia,,2021-02-17,30000
Federated States of Micronesia,,2021-02-18,30000
Federated States of Micronesia,,2021-02-19,30000
Federated States of Micronesia,,2021-02-20,30000
Federated States of Micronesia,,2021-02-21,30000
Federated States of Micronesia,,2021-02-22,30000
Federated States of Micronesia,,2021-02-23,30000
Federated States of Micronesia,,2021-02-24,30000
Federated States of Micronesia,,2021-02-25,30000
Federated States of Micronesia,,2021-02-26,30000
Federated States of Micronesia,,2021-02-27,30000
Federated States of Micronesia,,2021-02-28,30000
Federated States of Micronesia,,2021-03-01,30000
Federated States of Micronesia,,2021-03-02,30000
Federated States of Micronesia,,2021-03-03,30000
Federated States of Micronesia,,2021-03-04,34000
Federated States of Micronesia,,2021-03-05,34000
Federated States of Micronesia,,2021-03-06,34000
Federated States of Micronesia,,2021-03-07,41900
Federated States of Micronesia,,2021-03-08,41900
Federated States of Micronesia,,2021-03-09,47400
Federated States of Micronesia,,2021-03-10,47400
Federated States of Micronesia,,2021-03-11,47400
Federated States of Micronesia,,2021-03-12,47400
Federated States of Micronesia,,2021-03-13,47400
Federated States of Micronesia,,2021-03-14,47400
Federated States of Micronesia,,2021-03-15,47400
Federated States of Micronesia,,2021-03-16,47400
Federated States of Micronesia,,2021-03-17,47400
Federated States of Micronesia,,2021-03-18,47400
Federated States of Micronesia,,2021-03-19,47400
Federated States of Micronesia,,2021-03-20,47400
Federated States of Micronesia,,2021-03-21,47400
Federated States of Micronesia,,2021-03-22,47400
Federated States of Micronesia,,2021-03-23,47400
Federated States of Micronesia,,2021-03-24,47400
Federated States of Micronesia,,2021-03-25,47400
Federated States of Micronesia,,2021-03-26,47400
Federated States of Micronesia,,2021-03-27,47400
Federated States of Micronesia,,2021-03-28,47400
Federated States of Micronesia,,2021-03-29,47400
Federated States of Micronesia,,2021-03-30,53900
Federated States of Micronesia,,2021-03-31,63000
Federated States of Micronesia,,2021-04-01,63000
Federated States of Micronesia,,2021-04-02,63000
Federated States of Micronesia,,2021-04-03,63000
Federated States of Micronesia,,2021-04-04,63000
Federated States of Micronesia,,2021-04-05,63000
Federated States of Micronesia,,2021-04-06,63200
Federated States of Micronesia,,2021-04-07,63200
Federated States of Micronesia,,2021-04-08,63200
Federated States of Micronesia,,2021-04-09,63200
Federated States of Micronesia,,2021-04-10,63200
Federated States of Micronesia,,2021-04-11,63200
Federated States of Micronesia,,2021-04-12,63200
Federated States of Micronesia,,2021-04-13,63200
Federated States of Micronesia,,2021-04-14,63200
Federated States of Micronesia,,2021-04-15,63200
Federated States of Micronesia,,2021-04-16,63200
Federated States of Micronesia,,2021-04-17,63200
Federated States of Micronesia,,2021-04-18,63200
Federated States of Micronesia,,2021-04-19,63200
Federated States of Micronesia,,2021-04-20,63200
Federated States of Micronesia,,2021-04-21,63200
Federated States of Micronesia,,2021-04-22,63200
Federated States of Micronesia,,2021-04-23,63200
Federated States of Micronesia,,2021-04-24,63200
Federated States of Micronesia,,2021-04-25,63200
Federated States of Micronesia,,2021-04-26,63200
Federated States of Micronesia,,2021-04-27,63200
Federated States of Micronesia,,2021-04-28,63200
Federated States of Micronesia,,2021-04-29,63200
Federated States of Micronesia,,2021-04-30,63200
Federated States of Micronesia,,2021-05-01,63200
Federated States of Micronesia,,2021-05-02,63200
Federated States of Micronesia,,2021-05-03,63200
Federated States of Micronesia,,2021-05-04,63200
Federated States of Micronesia,,2021-05-05,63200
Federated States of Micronesia,,2021-05-06,63200
Federated States of Micronesia,,2021-05-07,63200
Federated States of Micronesia,,2021-05-08,63200
Federated States of Micronesia,,2021-05-09,65800
Federated States of Micronesia,,2021-05-10,65800
Federated States of Micronesia,,2021-05-11,65800
Federated States of Micronesia,,2021-05-12,77800
Federated States of Micronesia,,2021-05-13,77800
Federated States of Micronesia,,2021-05-14,77800
Federated States of Micronesia,,2021-05-15,77800
Federated States of Micronesia,,2021-05-16,77800
Federated States of Micronesia,,2021-05-17,77800
Federated States of Micronesia,,2021-05-18,77800
Federated States of Micronesia,,2021-05-20,77800
Federated States of Micronesia,,2021-05-23,77800
Federated States of Micronesia,,2021-05-24,77800
Federated States of Micronesia,,2021-05-26,77800
Federated States of Micronesia,,2021-05-27,77800
Federated States of Micronesia,,2021-05-28,77800
Federated States of Micronesia,,2021-05-29,77800
Federated States of Micronesia,,2021-05-30,77800
Federated States of Micronesia,,2021-06-01,77800
Federated States of Micronesia,,2021-06-02,77800
Federated States of Micronesia,,2021-06-03,77800
Federated States of Micronesia,,2021-06-04,77800
Federated States of Micronesia,,2021-06-05,77800
Federated States of Micronesia,,2021-06-07,77800
Federated States of Micronesia,,2021-06-08,77800
Federated States of Micronesia,,2021-06-09,77800
Federated States of Micronesia,,2021-06-10,77800
Federated States of Micronesia,,2021-06-11,77800
Federated States of Micronesia,,2021-06-12,77800
Federated States of Micronesia,,2021-06-13,78800
Federated States of Micronesia,,2021-06-14,78800
Federated States of Micronesia,,2021-06-15,78800
Federated States of Micronesia,,2021-06-16,78800
Federated States of Micronesia,,2021-06-17,78800
Federated States of Micronesia,,2021-06-18,78800
Federated States of Micronesia,,2021-06-19,78800
Federated States of Micronesia,,2021-06-20,78800
Federated States of Micronesia,,2021-06-21,78800
Federated States of Micronesia,,2021-06-22,78800
Federated States of Micronesia,,2021-06-23,78800
Federated States of Micronesia,,2021-06-24,78800
Federated States of Micronesia,,2021-06-25,78800
Federated States of Micronesia,,2021-06-26,78800
Federated States of Micronesia,,2021-06-27,78800
Federated States of Micronesia,,2021-06-28,78800
Federated States of Micronesia,,2021-06-29,78800
Federated States of Micronesia,,2021-06-30,78800
Federated States of Micronesia,,2021-07-01,78800
Federated States of Micronesia,,2021-07-02,78800
Federated States of Micronesia,,2021-07-03,78800
Federated States of Micronesia,,2021-07-04,78800
Federated States of Micronesia,,2021-07-06,78800
Federated States of Micronesia,,2021-07-07,78800
Federated States of Micronesia,,2021-07-08,78800
Federated States of Micronesia,,2021-07-09,78800
Federated States of Micronesia,,2021-07-10,78800
Federated States of Micronesia,,2021-07-11,78800
Federated States of Micronesia,,2021-07-12,78800
Federated States of Micronesia,,2021-07-13,78800
Federated States of Micronesia,,2021-07-14,78800
Federated States of Micronesia,,2021-07-15,78800
Federated States of Micronesia,,2021-07-16,78800
Federated States of Micronesia,,2021-07-17,78800
Federated States of Micronesia,,2021-07-18,78800
Federated States of Micronesia,,2021-07-19,78800
Federated States of Micronesia,,2021-07-20,78800
Federated States of Micronesia,,2021-07-21,78800
Federated States of Micronesia,,2021-07-22,78800
Federated States of Micronesia,,2021-07-23,78800
Federated States of Micronesia,,2021-07-24,78800
Federated States of Micronesia,,2021-07-25,78800
Federated States of Micronesia,,2021-07-26,78800
Federated States of Micronesia,,2021-07-27,78800
Federated States of Micronesia,,2021-07-28,78800
Federated States of Micronesia,,2021-07-29,78800
Federated States of Micronesia,,2021-07-30,78800
Federated States of Micronesia,,2021-07-31,78800
Federated States of Micronesia,,2021-08-01,78800
Federated States of Micronesia,,2021-08-02,78800
Federated States of Micronesia,,2021-08-03,78800
Federated States of Micronesia,,2021-08-04,78800
Federated States of Micronesia,,2021-08-05,78800
Federated States of Micronesia,,2021-08-06,78800
Federated States of Micronesia,,2021-08-07,78800
Federated States of Micronesia,,2021-08-08,78800
Federated States of Micronesia,,2021-08-09,78800
Federated States of Micronesia,,2021-08-10,78800
Federated States of Micronesia,,2021-08-11,78800
Federated States of Micronesia,,2021-08-12,78800
Federated States of Micronesia,,2021-08-13,78800
Federated States of Micronesia,,2021-08-14,80600
Federated States of Micronesia,,2021-08-15,80600
Federated States of Micronesia,,2021-08-16,80600
Federated States of Micronesia,,2021-08-17,80600
Federated States of Micronesia,,2021-08-18,80600
Federated States of Micronesia,,2021-08-19,80600
Federated States of Micronesia,,2021-08-20,80600
Federated States of Micronesia,,2021-08-21,80600
Federated States of Micronesia,,2021-08-22,80600
Federated States of Micronesia,,2021-08-23,80600
Federated States of Micronesia,,2021-08-24,80600
Federated States of Micronesia,,2021-08-25,80600
Federated States of Micronesia,,2021-08-26,80600
Federated States of Micronesia,,2021-08-27,80600
Federated States of Micronesia,,2021-08-28,80600
Federated States of Micronesia,,2021-08-29,80600
Federated States of Micronesia,,2021-08-30,80600
Federated States of Micronesia,,2021-08-31,80600
Federated States of Micronesia,,2021-09-01,80600
Federated States of Micronesia,,2021-09-02,80600
Federated States of Micronesia,,2021-09-03,80600
Federated States of Micronesia,,2021-09-04,80600
Federated States of Micronesia,,2021-09-07,80600
Federated States of Micronesia,,2021-09-08,80600
Federated States of Micronesia,,2021-09-09,80600
Federated States of Micronesia,,2021-09-10,80600
Federated States of Micronesia,,2021-09-11,80600
Federated States of Micronesia,,2021-09-12,80600
Federated States of Micronesia,,2021-09-13,80600
Federated States of Micronesia,,2021-09-14,80600
Federated States of Micronesia,,2021-09-15,83600
Federated States of Micronesia,,2021-09-16,83600
Federated States of Micronesia,,2021-09-17,83600
Federated States of Micronesia,,2021-09-18,83600
Federated States of Micronesia,,2021-09-19,83600
Federated States of Micronesia,,2021-09-20,83600
Federated States of Micronesia,,2021-09-21,84600
Federated States of Micronesia,,2021-09-22,84600
Federated States of Micronesia,,2021-09-23,84600
Federated States of Micronesia,,2021-09-24,84600
Federated States of Micronesia,,2021-09-25,84600
Federated States of Micronesia,,2021-09-26,84600
Federated States of Micronesia,,2021-09-27,84600
Federated States of Micronesia,,2021-09-28,85770
Federated States of Micronesia,,2021-09-29,85770
Federated States of Micronesia,,2021-09-30,85770
Federated States of Micronesia,,2021-10-01,85770
Federated States of Micronesia,,2021-10-02,85770
Federated States of Micronesia,,2021-10-03,85770
Federated States of Micronesia,,2021-10-04,86370
Federated States of Micronesia,,2021-10-05,86370
Federated States of Micronesia,,2021-10-06,86370
Federated States of Micronesia,,2021-10-07,86470
Federated States of Micronesia,,2021-10-08,86470
Federated States of Micronesia,,2021-10-09,86470
Federated States of Micronesia,,2021-10-12,86570
Federated States of Micronesia,,2021-10-13,86570
Federated States of Micronesia,,2021-10-14,86570
Federated States of Micronesia,,2021-10-15,86570
Federated States of Micronesia,,2021-10-16,86570
Federated States of Micronesia,,2021-10-17,86570
Federated States of Micronesia,,2021-10-18,88470
Federated States of Micronesia,,2021-10-19,88470
Federated States of Micronesia,,2021-10-20,88470
Federated States of Micronesia,,2021-10-21,88470
Federated States of Micronesia,,2021-10-22,88470
Federated States of Micronesia,,2021-10-23,88470
Federated States of Micronesia,,2021-10-24,88470
Federated States of Micronesia,,2021-10-25,88470
Federated States of Micronesia,,2021-10-26,88470
Federated States of Micronesia,,2021-10-27,89640
Federated States of Micronesia,,2021-10-28,89640
Federated States of Micronesia,,2021-10-29,89640
Federated States of Micronesia,,2021-10-30,89640
Federated States of Micronesia,,2021-10-31,89640
Federated States of Micronesia,,2021-11-01,89640
Federated States of Micronesia,,2021-11-02,89640
Federated States of Micronesia,,2021-11-03,89640
Federated States of Micronesia,,2021-11-04,89640
Federated States of Micronesia,,2021-11-05,93540
Federated States of Micronesia,,2021-11-06,97140
Federated States of Micronesia,,2021-11-07,97140
Federated States of Micronesia,,2021-11-08,98640
Federated States of Micronesia,,2021-11-09,102480
Federated States of Micronesia,,2021-11-10,102480
Federated States of Micronesia,,2021-11-12,102480
Federated States of Micronesia,,2021-11-13,102480
Federated States of Micronesia,,2021-11-14,102480
Federated States of Micronesia,,2021-11-15,102480
Federated States of Micronesia,,2021-11-16,103650
Federated States of Micronesia,,2021-11-17,103650
Federated States of Micronesia,,2021-11-18,103650
Federated States of Micronesia,,2021-11-20,104820
Federated States of Micronesia,,2021-11-21,104820
Federated States of Micronesia,,2021-11-22,104820
Federated States of Micronesia,,2021-11-23,104820
Federated States of Micronesia,,2021-11-24,104820
Federated States of Micronesia,,2021-11-29,104820
Federated States of Micronesia,,2021-11-30,104820
Federated States of Micronesia,,2021-12-01,104820
Federated States of Micronesia,,2021-12-02,104820
Federated States of Micronesia,,2021-12-03,104820
Federated States of Micronesia,,2021-12-04,104820
Federated States of Micronesia,,2021-12-05,104820
Federated States of Micronesia,,2021-12-06,104820
Federated States of Micronesia,,2021-12-07,106790
Federated States of Micronesia,,2021-12-08,108760
Federated States of Micronesia,,2021-12-09,108760
Federated States of Micronesia,,2021-12-10,108760
Federated States of Micronesia,,2021-12-11,108760
Federated States of Micronesia,,2021-12-12,108760
Federated States of Micronesia,,2021-12-13,108760
Federated States of Micronesia,,2021-12-14,108760
Federated States of Micronesia,,2021-12-15,108760
Federated States of Micronesia,,2021-12-16,108760
Federated States of Micronesia,,2021-12-17,108760
Federated States of Micronesia,,2021-12-18,108760
Federated States of Micronesia,,2021-12-19,108760
Federated States of Micronesia,,2021-12-20,108760
Federated States of Micronesia,,2021-12-23,108760
Federated States of Micronesia,,2021-12-27,108760
Federated States of Micronesia,,2021-12-28,108760
Federated States of Micronesia,,2021-12-29,108760
Federated States of Micronesia,,2021-12-30,108760
Federated States of Micronesia,,2022-01-04,108760
Federated States of Micronesia,,2022-01-05,109760
Federated States of Micronesia,,2022-01-06,109760
Federated States of Micronesia,,2022-01-07,109760
Federated States of Micronesia,,2022-01-08,113700
Federated States of Micronesia,,2022-01-09,113700
Federated States of Micronesia,,2022-01-10,113700
Federated States of Micronesia,,2022-01-11,114700
Federated States of Micronesia,,2022-01-12,114700
Federated States of Micronesia,,2022-01-13,114700
Federated States of Micronesia,,2022-01-14,114700
Federated States of Micronesia,,2022-01-15,114700
Federated States of Micronesia,,2022-01-18,114700
Federated States of Micronesia,,2022-01-19,114700
Federated States of Micronesia,,2022-01-20,115200
Federated States of Micronesia,,2022-01-21,115200
Federated States of Micronesia,,2022-01-22,115200
Federated States of Micronesia,,2022-01-23,116700
Federated States of Micronesia,,2022-01-24,116700
Federated States of Micronesia,,2022-01-25,116700
Federated States of Micronesia,,2022-01-26,116700
Federated States of Micronesia,,2022-01-27,116700
Federated States of Micronesia,,2022-01-28,139600
Federated States of Micronesia,,2022-01-29,139600
Federated States of Micronesia,,2022-01-30,139600
Federated States of Micronesia,,2022-01-31,139600
Federated States of Micronesia,,2022-02-01,139600
Federated States of Micronesia,,2022-02-02,139600
Federated States of Micronesia,,2022-02-03,139600
Federated States of Micronesia,,2022-02-04,142100
Federated States of Micronesia,,2022-02-05,142100
Federated States of Micronesia,,2022-02-06,142100
Federated States of Micronesia,,2022-02-07,142100
Federated States of Micronesia,,2022-02-08,142100
Federated States of Micronesia,,2022-02-09,142100
Federated States of Micronesia,,2022-02-10,142100
Federated States of Micronesia,,2022-02-11,147800
Federated States of Micronesia,,2022-02-12,147800
Federated States of Micronesia,,2022-02-13,148500
Federated States of Micronesia,,2022-02-14,148500
Federated States of Micronesia,,2022-02-15,148500
Federated States of Micronesia,,2022-02-16,148500
Federated States of Micronesia,,2022-02-17,150100
Federated States of Micronesia,,2022-02-18,150100
Federated States of Micronesia,,2022-02-19,150100
Federated States of Micronesia,,2022-02-22,151100
Federated States of Micronesia,,2022-02-23,151100
Federated States of Micronesia,,2022-02-24,151100
Federated States of Micronesia,,2022-02-25,151100
Federated States of Micronesia,,2022-02-26,151100
Federated States of Micronesia,,2022-02-28,151100
Federated States of Micronesia,,2022-03-01,151100
Federated States of Micronesia,,2022-03-02,151100
Federated States of Micronesia,,2022-03-03,151100
Federated States of Micronesia,,2022-03-04,151100
Federated States of Micronesia,,2022-03-05,151100
Federated States of Micronesia,,2022-03-06,151100
Federated States of Micronesia,,2022-03-07,151100
Federated States of Micronesia,,2022-03-08,151100
Federated States of Micronesia,,2022-03-09,151100
Federated States of Micronesia,,2022-03-10,151100
Federated States of Micronesia,,2022-03-11,151100
Federated States of Micronesia,,2022-03-12,151100
Federated States of Micronesia,,2022-03-13,151100
Federated States of Micronesia,,2022-03-14,151100
Federated States of Micronesia,,2022-03-15,151100
Federated States of Micronesia,,2022-03-16,151100
Federated States of Micronesia,,2022-03-17,151100
Federated States of Micronesia,,2022-03-18,152600
Federated States of Micronesia,,2022-03-19,152600
Federated States of Micronesia,,2022-03-20,152900
Federated States of Micronesia,,2022-03-21,152900
Federated States of Micronesia,,2022-03-22,152900
Federated States of Micronesia,,2022-03-23,152900
Federated States of Micronesia,,2022-03-24,152900
Federated States of Micronesia,,2022-03-25,152900
Federated States of Micronesia,,2022-03-26,152900
Federated States of Micronesia,,2022-03-27,152900
Federated States of Micronesia,,2022-03-28,152900
Federated States of Micronesia,,2022-03-29,152900
Federated States of Micronesia,,2022-03-30,152900
Federated States of Micronesia,,2022-03-31,152900
Federated States of Micronesia,,2022-04-01,152900
Federated States of Micronesia,,2022-04-02,152900
Federated States of Micronesia,,2022-04-03,152900
Federated States of Micronesia,,2022-04-04,152900
Federated States of Micronesia,,2022-04-05,152900
Federated States of Micronesia,,2022-04-06,152900
Federated States of Micronesia,,2022-04-07,152900
Federated States of Micronesia,,2022-04-08,152900
Federated States of Micronesia,,2022-04-09,152900
Federated States of Micronesia,,2022-04-10,152900
Federated States of Micronesia,,2022-04-11,152900
Federated States of Micronesia,,2022-04-12,152900
Federated States of Micronesia,,2022-04-13,152900
Federated States of Micronesia,,2022-04-14,152900
Federated States of Micronesia,,2022-04-15,153400
Federated States of Micronesia,,2022-04-17,155000
Federated States of Micronesia,,2022-04-18,155000
Federated States of Micronesia,,2022-04-19,155000
Federated States of Micronesia,,2022-04-20,158900
Federated States of Micronesia,,2022-04-21,163400
Federated States of Micronesia,,2022-04-23,163400
Federated States of Micronesia,,2022-04-24,163400
Federated States of Micronesia,,2022-04-25,163400
Federated States of Micronesia,,2022-04-26,163400
Federated States of Micronesia,,2022-04-27,163400
Federated States of Micronesia,,2022-04-29,163400
Federated States of Micronesia,,2022-04-30,164400
Federated States of Micronesia,,2022-05-01,164400
Federated States of Micronesia,,2022-05-02,164400
Federated States of Micronesia,,2022-05-03,165900
Federated States of Micronesia,,2022-05-04,165900
Federated States of Micronesia,,2022-05-05,165900
Federated States of Micronesia,,2022-05-06,165900
Federated States of Micronesia,,2022-05-07,165900
Federated States of Micronesia,,2022-05-08,165900
Federated States of Micronesia,,2022-05-09,165900
Federated States of Micronesia,,2022-05-10,165900
Federated States of Micronesia,,2022-05-12,165900
Federated States of Micronesia,,2022-05-13,165900
Federated States of Micronesia,,2022-05-14,165900
Federated States of Micronesia,,2022-05-15,165900
Federated States of Micronesia,,2022-05-16,165900
Federated States of Micronesia,,2022-05-17,165900
Federated States of Micronesia,,2022-05-18,165900
Federated States of Micronesia,,2022-05-19,165900
Federated States of Micronesia,,2022-05-20,166200
Federated States of Micronesia,,2022-05-21,166200
Federated States of Micronesia,,2022-05-22,166500
Federated States of Micronesia,,2022-05-23,166500
Federated States of Micronesia,,2022-05-24,166500
Federated States of Micronesia,,2022-05-25,166500
Federated States of Micronesia,,2022-05-26,166500
Federated States of Micronesia,,2022-05-27,166500
Federated States of Micronesia,,2022-05-31,166500
Federated States of Micronesia,,2022-06-01,166500
Federated States of Micronesia,,2022-06-02,166500
Federated States of Micronesia,,2022-06-03,166500
Federated States of Micronesia,,2022-06-04,166500
Federated States of Micronesia,,2022-06-05,166500
Federated States of Micronesia,,2022-06-06,166500
Federated States of Micronesia,,2022-06-07,166500
Federated States of Micronesia,,2022-06-08,166500
Federated States of Micronesia,,2022-06-09,166500
Federated States of Micronesia,,2022-06-10,166500
Federated States of Micronesia,,2022-06-11,166500
Federated States of Micronesia,,2022-06-12,167500
Federated States of Micronesia,,2022-06-13,167500
Federated States of Micronesia,,2022-06-14,169000
Federated States of Micronesia,,2022-06-15,169600
Federated States of Micronesia,,2022-06-16,169600
Federated States of Micronesia,,2022-06-22,174200
Federated States of Micronesia,,2022-06-29,174700
Federated States of Micronesia,,2022-07-06,174700
Federated States of Micronesia,,2022-07-13,174700
Federated States of Micronesia,,2022-07-20,177900
Federated States of Micronesia,,2022-07-27,181500
Federated States of Micronesia,,2022-08-03,189000
Federated States of Micronesia,,2022-08-10,197800
Federated States of Micronesia,,2022-08-17,218000
Federated States of Micronesia,,2022-08-24,230400
Federated States of Micronesia,,2022-08-31,230400
Federated States of Micronesia,,2022-09-07,231500
Federated States of Micronesia,,2022-09-14,233400
